id,label,type
node:a4d75b82-cd9a-4bde-a05f-581c295ce7e3,GRINDING,TASK
node:08db2fcb-4d68-46e1-b1c9-90847a74fb0b,6/21/2021,DATE
node:5d56adeb-326e-42e4-bf1d-e927306bd52c,NEAR MISS 504213 - NON-TECHNIP OWNED NEAR MISS,INCIDENT_TYPE
node:b426f9d1-6926-4fdc-8341-e1a3ca360ecd,NON-TECHNIP OWNED CRANE #4138,EQUIPMENT
node:13526884-0791-45c7-a27b-233546eebfc9,TAG LINE ROPE,EQUIPMENT
node:f2961ae2-5bb4-4a15-b35c-b0d8429bb25b,BP JUNIPER - LA BREA - TRINIDAD,LOCATION
node:2eaafcc6-ef16-433b-8adc-ec1cc791ac29,8/6/2016,DATE
node:ace09d3c-a207-410b-9bb3-9cda2a77bcd3,ACCIDENT 522468 - ELECTRICIAN CUT LEFT PALM,INCIDENT_TYPE
node:1f185456-f04c-43da-a149-cb084812e7f3,ALEXEY BORISOV,INJURY_TYPE
node:2cba344e-3edd-4d7a-850c-4a2f0a285a95,LEFT PALM,BODY_PART
node:cc64e2d4-380b-4410-aad9-a0c57876206a,INCIDENT 687523 - SIF - NOT TECHNIP OWNED - LTI - MT - FAC - AZERIKIMYA MODERNIZATION PROJECT - SUMGAIT AZERBAIJAN - 07/08/2020,INCIDENT_TYPE
node:43bd474b-9b76-4249-adfd-0ec49f507639,5 SUBCONTRACTOR WORKERS,INJURY_TYPE
node:132cba35-e58b-4ce4-928e-4705dccab442,EMPLOYER PERSONNEL,INJURY_TYPE
node:5a95190e-1133-44d4-87d3-20948e607057,AREA E2,LOCATION
node:5d5e8e28-b7ee-40c7-acc1-b7b52108efb1,08/08/2020,DATE
node:1979f833-d277-4380-a273-e9e9749e97a5,INCIDENT 68348 - NEAR MISS - ARCTIC LNG 2 - HOSE FIRE OF THE 1ST JULY 2020 BOMESC YARD,INCIDENT_TYPE
node:78c1fada-a1b5-449d-9ed8-5723b5b33ff3,INCIDENT 663604 - TRAPPED PRESSURE AT CITVS,INCIDENT_TYPE
node:71126299-4ff6-4ac9-9c92-fba7364bcedf,15K,EQUIPMENT
node:6110a229-412d-4107-aac6-4e38dbe53271,CHECK VALVE,EQUIPMENT
node:be4a42c0-09a8-4a21-98ef-723c939311d6,2 BLUE BADGE HOLDER MOC,ORGANIZATION
node:1ab99f47-7ea2-4b53-a0f2-0602baeb5a2e,1 GREEN BADGE HOLDER MOC,ORGANIZATION
node:bdfef581-f8cb-4556-b349-8a58f67fc86b,DYNAMIC RISK ASSESSMENT,TASK
node:cb1d669c-13a6-4453-9f61-9060efd62bbd,TBT,TASK
node:9a91c298-c27f-4ea8-83c2-f57678dea4f1,QN200638129,TASK
node:e3cd43cb-72fa-43b1-bf9b-c516ad13cbbd,IN LINE OF FIRE HAZARD,HAZARD
node:962aa463-6ef4-4163-ad29-eac9fa3f1060,TEST CELLS,LOCATION
node:f56f7c13-d281-4825-bc2a-44060afec541,SEVERAL OCCASIONS,EVENT
node:22782830-8f99-4898-a720-ac36e11c9d13,RECOMMENDATION OF THE TEAM GATHERED,RECOMMENDATION
node:94a60e4c-c1c6-4212-a2e9-deb7b33052c2,INCIDENT 683884 - FIRST AID INJURY AT ZHOUSHAN WISON,INCIDENT_TYPE
node:ac0afcc3-14e3-41aa-85b4-fe98b09b3b69,ZHAO HUAN,ORGANIZATION
node:7e7958e4-e11c-4c6f-b772-115e42db8989,NO. 125 GRINDING MACHINE,EQUIPMENT
node:43e16b75-e517-4ef7-8db4-30e3472d89c8,WORKSHOP1 BAY AB A15,LOCATION
node:365d54ac-3cd1-47f2-89cc-18ce2f7a63a0,"ZHOUSHAN, CHINA",LOCATION
node:c1fd086a-4890-44f5-90aa-9a0e7c02933e,2020-06-17,DATE
node:67682e3e-8771-4485-8093-8bea2fc75a89,ACCIDENT 639991 - DROPPED GO-PRO CAMERA TO SEA,INCIDENT_TYPE
node:cb5c9f85-7738-47f6-9961-b087e7f42ae7,GO-PRO CAMERA,EQUIPMENT
node:34edf755-8a8f-4fd9-a51a-ff3aa23b9473,UPPER WORKSTATION,LOCATION
node:3a24b6f4-c0c0-4062-a3a7-ec1909568476,1430 HRS ON 16.06.2019,DATE
node:fe628745-459c-4a85-8336-06db12131840,ACCIDENT 639999 - DROPPED GO-PRO CAMERA TO SEA,
node:b9911854-33d1-4fb3-80ed-ac705b486d7c,TASK/ACTIONS LEADING UP TO THE INCIDENT,CONTEXT
node:a3c19ac5-5f72-4ebb-ad32-f16465ef7e1e,BAUGE PROJECT,CONTEXT
node:21707738-0246-45c3-b9b8-575c5a643385,NJORD FIELD,LOCATION
node:4589090c-7ea8-45ce-a018-30a9dac3eb71,FLOW LINE (MLP),EQUIPMENT
node:7f0b4c84-06c2-4182-8657-72c0611f188c,PIPELINE END TERMINATION (PLET),EQUIPMENT
node:11dbca06-6b82-4ed4-ad63-60186bfd5ed0,SEA BED,LOCATION
node:078c99b1-6310-4a60-a6aa-c09885f7ccee,LOWER WORK STATION,LOCATION
node:9a474465-bb9f-45ef-b8ed-941b2e6d7796,SPA (SAFETY PERSONNEL AREA),LOCATION
node:3e1eddb5-59ef-4399-9a1e-b6826bdbc30b,"HSE (HEALTH, SAFETY AND ENVIRONMENT)",ORGANIZATION
node:bb1a7ad9-feab-4c2d-8c6f-8061d2663806,OCM (OPERATOR COMPANY MANAGER),ORGANIZATION
node:08aeed61-dfd7-4b9a-8e69-a7b11b524006,CAPTAIN & CLIENT INFORMED,CONTEXT
node:90cdea45-9a57-43ce-a290-b3402b6d334d,"CONFIRMATORY SEARCH OF THE UPPER WORK STATION, SPA AND DECK",CONTEXT
node:3cad75b0-5e87-40da-ab09-3cf4932bec58,ACCIDENT 639991 - HSE INCIDENT-DROPPED OBJECT-DEEP ENERGY-072731C001-16.06.19-DROPPED GO-PRO CAMERA TO SEA FROM UPPER WORKSTATION,INCIDENT_TYPE
node:c2fbe415-31cc-4a8d-9a06-adf492aa4c92,2019-06-16,DATE
node:90eb0843-c593-4916-9d77-995b285aeaac,EQUINOR,CLIENT
node:f335f880-203a-442b-b59f-523860d7ee2f,ACCIDENT - DROPPED GO-PRO CAMERA,INCIDENT_TYPE
node:0dead15c-dbee-44ae-a224-a95c93cadd7e,WATERPROOF CASE,EQUIPMENT
node:c86f141b-9e04-4f12-ab29-f81c4ba4be37,ADJUSTABLE ARM,EQUIPMENT
node:6c12d26a-8a81-4f25-b82e-5b8a74ffd93e,BATTERY UNIT,EQUIPMENT
node:0d5ff430-628b-429c-bcbe-5eca6cdf0f8a,100 GRAMMES,EQUIPMENT
node:f4e87096-e0f9-4bb7-bfa7-0139ac3c5d6c,8 METRES VERTICAL,LOCATION
node:2c8fa1f1-9093-4f27-8687-e71bcc0cd153,16.06.19,
node:0d59fa77-ad76-45df-9a6b-52e663e299d7,1430,TIME
node:e4c98d9f-0fe9-4ddd-86b9-8c00110948c8,16.06.19 1430,
node:ea5275b9-5ce6-4372-9fca-236ae8d1f22b,1645 ON 17.06.19,TIME
node:5e9cb856-c924-416e-ae9b-82b9cc506011,HEIDRUN/UTGARD/BAUGE PIPELAY,PROJECT
node:d77aee38-140c-4e2b-be77-2914fd7d1632,HSE INCIDENT-DROPPED OBJECT-DEEP ENERGY-072731C001-16.06.19-DROPPED GO-PRO CAMERA TO SEA FROM UPPER WORKSTATION,CASE_ID
node:840de287-9dbe-41b6-8e96-58e6be95bc67,IMMEDIATE ACTIONS,ACTION
node:06563f56-cfe1-42a4-8b2c-2218c0b9a576,BARGE SUPERVISOR NOTIFIED AND AN IMMEDIATE SWEEP OF THE AREA WAS CONDUCTED.,ACTION
node:61b455ee-54d6-4909-976e-02a1ee1300a0,"CONFIRMATORY SEARCH OF THE UPPER WORK STATION, SPA AND DECK COMPLETED BY HSE AND RIGGERS.",ACTION
node:5418cfa0-16cb-43b1-a3f1-97f936e3ef55,HSE/ OCM/ CAPTAIN & CLIENT INFORMED.,ACTION
node:a0790d48-4f50-437f-8242-54339dd71b00,ACCIDENT 16267 - FLEXIBRAS A?U CABLE HANDLING ACCIDENT,INCIDENT_TYPE
node:e3d7e26a-5272-4908-8267-c77d8e9b0621,2023-08-22,DATE
node:07d8f052-afaa-4680-a8f5-af3d22cfb9b8,CAPACET,EQUIPMENT
node:728900fe-cae0-4c8a-b576-4748911d6096,LINE U3A46.02PR001,TASK
node:ca1b223b-ce33-4df1-93c5-b2b8fbdfda6b,PRI022 BOBINE,EQUIPMENT
node:9e05f58c-0dc6-4ce4-9dc6-82c5226a9e08,MEDICAL AMBULANCE,EQUIPMENT
node:4bdc065b-a9a7-45bf-9856-ba6ccdd366f8,TOOL CONDITION,CASE_CATEGORIZATION
node:b0db3855-4038-49b9-94c9-6025f7bf1b7c,ACCIDENT 21185 - NOV CRANE WHIP LINE WIRE DAMAGE,INCIDENT_TYPE
node:cdf7504e-5cf0-490d-a3dc-1d3af2b81741,NOV KNUCKLE BOOM CRANE,EQUIPMENT
node:e775f19a-d3e4-4c47-bc03-9a2a26fffd3f,DECOMMISSIONED PRODUCT,TASK
node:ea5b42da-615d-4d49-baa4-3fd223b22ade,2024-05-08,DATE
node:91c31bb2-f34e-4837-b66f-b795a20a9cf2,NOV CRANE WHIP LINE WIRE DAMAGE,INCIDENT_TYPE
node:2e80515c-1b77-4d15-b0cc-79d979d80512,2024-10-05,DATE
node:7538ec56-26fe-4fc1-b753-3343239120b3,NEAR MISS 553420 - NM - 61402S - ZEEBRUGGE/NID - 12/04/16 - HOT WORK CUT MOORING LINE,INCIDENT_TYPE
node:127f079d-824e-4c34-bd48-088322f1504e,1912-04-12,DATE
node:efe230bf-efa7-4f4f-a576-f8cdceb051ee,ACCIDENT 542096 - BUILDING EXTERIOR GLASS BROKEN,INCIDENT_TYPE
node:71fa36f0-73ef-457f-9fe0-2403caef1417,BUILDING EXTERIOR GLASS,EQUIPMENT
node:ce8d4d41-d7f7-47c1-821a-748684aedc56,2017-06-19,DATE
node:5cd83809-f547-4220-a3f6-ff92e7ca1c66,INCIDENT 727028 - FAC - ARCTIC LNG-2 - GYDAN SITE - FINGER PINCHING,INCIDENT_TYPE
node:576cddc2-5972-49c6-a5bc-5668230b9ff5,2021-08-01,DATE
node:5ed38574-a0c0-4c8a-a261-6ff33b01c9f1,2021-08-03,DATE
node:83093b45-5d0e-4b70-9511-db40f817071b,CCM PARAMEDIC,ORGANIZATION
node:7ac4a28f-1cd3-4630-baab-3d315dd27eab,ASEPTIC BANDAGE,EQUIPMENT
node:8f2b58e2-ee3c-4234-ba21-ff2a70d283fa,ACCIDENT 8860 - S11 WELD SHOP ARGON CYLINDER DAMAGE,INCIDENT_TYPE
node:ec1a02db-4f85-4b4e-a47e-21b6351b0432,ARGON CYLINDER,EQUIPMENT
node:ddea3339-ed9c-490e-a842-2a3d3955a9f5,GAUGE ASSEMBLY,EQUIPMENT
node:f87cf99f-a0f9-45cf-9ed2-b425853e7010,2022-06-16,DATE
node:228d85c9-f0b7-4fd8-90c9-38f98074d0b4,NEAR MISS 13227 - TFMC SHIPPED PISTON ACCUMULATORS WITH PRESSURE AND NO TAGGING/WARNING LABELS PRESENT,INCIDENT_TYPE
node:0a68275e-b235-45d3-8fe6-d2df08eaf704,PISTON ACCUMULATORS,EQUIPMENT
node:364dfb8a-dfdc-49fc-a9fe-598b1a247fa3,VENDOR SITE QHP,LOCATION
node:95897bef-6f6e-4a89-8ead-d44afc0094f7,AUGUST 2022,DATE
node:34d881c4-7569-4ac8-8534-553ff47356cc,"KONGSBERG, KONGSBERG, NORWAY, EUROPE, TECHNIPFMC",LOCATION
node:b8bea00b-67f5-4721-ad20-a53685865c92,QUALITY HYDRAULIC POWER LTD.,ORGANIZATION
node:fbb00760-9dc1-4987-977b-0b0875fc0777,FEBRUARY 2023,DATE
node:e95dcc38-e8db-43c5-aed5-c186cd164eb9,"KONGSBERG TO BERGEN, NORWAY",LOCATION
node:cb68b4e5-437f-4859-8aad-a00479c4576a,"BERGEN, BERGEN, NORWAY, EUROPE, SUBSEA SERVICES",LOCATION
node:e05ef4ad-c944-4612-9641-8ffab9a17a67,"KONGSBERG TO KONGSBERG, NORWAY",LOCATION
node:1c206b0d-da50-4966-b31a-e0cf58c1bf99,SUBSEA SERVICES,ORGANIZATION
node:028e3590-d33d-498f-8352-db511a85a014,16.0,MITIGATED_RISK
node:f0513973-01a2-4129-8769-22b5e6a32cbf,2/16/2023,REPORTED_DATE
node:32441405-bd22-4d45-889e-2a742f5ec479,TFMC469,LOCATION_CODE
node:46b456fb-212c-4576-9da3-a134493f4e81,7000 PSI,IMPACT_TYPE
node:9af55bfb-7f15-4703-bca9-0faa2c3e0b53,ACCIDENT 25426 - ENVIRONMENTAL ACCIDENT - THIRD-PARTY PULLER TOOL FAILURE,INCIDENT_TYPE
node:ad522504-83fc-45c7-969d-0544a2ba69a9,HW525,EQUIPMENT
node:660373e6-e492-4710-a087-c4aa3ae74433,"LAPA FIELD, BRAZIL",LOCATION
node:4ba0223e-0ae0-4536-a27e-31002caee2aa,2024-12-13,DATE
node:901ff757-7717-44ae-8bf6-c2b734df3995,ENVIRONMENTAL ACCIDENT - THIRD PARTY PULLER TOOL FAILURE,INCIDENT_TYPE
node:4b335898-3490-4796-925d-e1666220f09b,14:00.0,DATE
node:b313a34a-6253-4faa-95ed-ff5956f7228a,12/13/2024,DATE
node:ad084fd9-b7d8-431c-b446-1d0c026e2eec,NEAR MISS 574622 - NM - YAMAL LNG PROJECT,INCIDENT_TYPE
node:51747fcd-bd4f-4cc7-a2aa-621cc82a5c5b,2018-03-03,DATE
node:8a6513db-8cbe-4727-b82f-99c00b41abc0,NEAR MISS 532997 - BRICKS FALL FROM HEIGHT,INCIDENT_TYPE
node:33789cad-95f1-4294-a459-c3be991d15f3,BRICKS,EQUIPMENT
node:8d279d88-710e-4aac-a4f1-c76f40d9b888,4/5/2017,DATE
node:404d9783-7f96-4986-a5bc-89a6b4614071,INCIDENT 64623 - BACK STRAIN,INCIDENT_TYPE
node:8fff2ccd-45d2-4c01-b7d9-6ffd6ea6f125,BACK,BODY_PART
node:67417a2e-426a-4bef-908e-1e90c74cbdd8,"3"" STYLE 100 SWIVEL",EQUIPMENT
node:5addeb84-2fdd-4e0b-9e43-4d895efceb53,8/5/2019,DATE
node:79bebb3b-efbe-42ea-93f5-3c696173ddeb,"INCIDENT 727124 - NEAR MISS - SHELL PRINCESS - NOBLE GLOBETROTTER II - AUGUST 28, 2021 - VESSEL CAUGHT IN HURRICANE IDA",INCIDENT_TYPE
node:90d9fb46-c612-4fa0-8517-4df4e4547441,NOBLE GLOBETROTTER II,EQUIPMENT
node:a433deda-57cb-4249-9fce-676c11d73deb,SHELL PRINCESS,ORGANIZATION
node:c3ed8b5a-0ad3-49fc-8e9c-241ce9f3c518,"AUGUST 28, 2021",DATE
node:9d17a392-f256-4afe-94be-2f492a7179cc,"SHELL OFFSHORE, INC",ORGANIZATION
node:0ae01512-fbb5-434b-8bbf-20939888340d,"SEPTEMBER 02, SEPTEMBER 04",DATE
node:b7b62f3e-b62c-4344-8d90-60b755306cf6,"6 ROV, 1 TSP",ORGANIZATION
node:0afcdb57-4c79-45d1-b94a-59872e36d837,PASCAGOULA,LOCATION
node:1178300d-634d-4699-9c1a-9ca72e6f2b0f,NEAR MISS 22831 - LOOSE STEEL STAND ON REEL,INCIDENT_TYPE
node:2a94c38a-8fe6-4fb7-b302-cccbd856753d,LOOSE STEEL STAND,EQUIPMENT
node:8cfa806b-6681-4981-81e5-584037e26bd4,REBATCH LINE,TASK
node:fcbb805d-e956-4359-9a87-7b0b564d12b9,8/14/2024,DATE
node:708f60bb-4fe2-4c8e-b607-e928d600ff2e,ACCIDENT 514057 - DAMAGE APPLIANCE AT TECHNIP KL OFFICE,INCIDENT_TYPE
node:991c9ed2-d152-442d-85a1-a9f9006c72cb,MOBILE PHONE CHARGER,EQUIPMENT
node:c0e89a34-3a4f-4955-9d67-29492b431c8c,2016-10-31,DATE
node:beb03de3-4f86-452d-b816-f7e171e4e61f,ACCIDENT 631856 - GOUGING PROCESS CAUSES FLAME,INCIDENT_TYPE
node:ec84af7c-85b9-4c95-b800-316e5800a9ee,MPI YOKE,EQUIPMENT
node:7e350677-8fd5-497a-8f56-841c5716544b,2019-04-09,DATE
node:e117a406-adfd-49e2-a18b-3f8a243596c4,ACCIDENT 11582 - CANVAS TENTAGE COLLAPSED,INCIDENT_TYPE
node:06e17783-9eef-4847-afb8-196b75082338,CANVAS TENTAGE,EQUIPMENT
node:81403a75-470d-473b-a133-f70764a3dfc8,2022-11-23,DATE
node:dcb48981-4876-435c-89e2-65aa6675970e,ACCIDENT 619956 - UNCONTROLLED RELEASE OF PRESSURE INSIDE TEST CELL,INCIDENT_TYPE
node:4aec9054-b781-416f-91f8-559b5d3ef0e7,"HOKCHI ENERGY, S.A. DE C.V.",ORGANIZATION
node:3de0ded1-2e27-4b6d-ba69-75320dc8478f,12/29/2018,DATE
node:27f6bf1c-19eb-4bb1-a158-e3bf93d5567b,NEAR MISS 20135 - FORKLIFT OVERHEATED,INCIDENT_TYPE
node:31854d07-ef72-4a57-b156-1a6e5954f38b,NEAR MISS 24792 - PART PUSHED MACHINE GUARD,INCIDENT_TYPE
node:f1e0d650-810a-42d6-90ae-7066e71b8584,PART,EQUIPMENT
node:fc6807e9-3682-4eb5-98cd-e58056634a3d,2024-11-11,DATE
node:d3af904b-f1eb-4272-9994-6260fba7f7f3,ACCIDENT 525097 - MTC - 034693C009 - YAMAL LNG PROJECT SLIP AND FALL,INCIDENT_TYPE
node:71df4264-b129-405a-984b-7227d45d601e,L. RAZDOBREEV,ORGANIZATION
node:60a56eed-3ed6-452b-a0be-16193d2681c3,STEEL STRUCTURES,EQUIPMENT
node:79f74e03-d275-46e5-add5-460c82de2217,2017-02-05,DATE
node:c68d56c6-ec97-483f-827f-4e3c3b20134f,INCIDENT 741489 - NEAR MISS - ARCTIC LNG 2 - WISON - 10/1/2022 - TWO PAINT BUCKETS WERE DROPPED FROM ELEVATION OF ABOUT 2.5 METERS,INCIDENT_TYPE
node:bef1285f-3f7c-43ea-89f8-7ab3be2f6f62,10/1/2022,DATE
node:6ee1f1f0-4500-4541-a107-ac3f6b4bacab,TWO PAINT BUCKETS,EQUIPMENT
node:2ad5d88c-22d2-402f-8776-5caa38cb16e9,TWO PAINTERS,ORGANIZATION
node:1d8e81b8-eac0-42f6-bb43-9f7790532c73,WATCHMAN ONE (01),ORGANIZATION
node:c210d6c1-1cba-4ffe-b4ee-fae539c541a6,FOREMAN ONE (01),ORGANIZATION
node:3134c4ff-7757-423b-8c3a-5ff9261c628f,"DECK 'A', LEVEL 2 FLOOR OF BLM-005",LOCATION
node:eeafe2c3-f850-4c06-bba3-69131b55f52d,BLM-005,LOCATION
node:42d189b2-0b2c-4dde-8481-18484862e36a,CRUSHING AREA,LOCATION
node:f5f7e9e0-f064-4b39-99f8-ed9bb809a9b8,BELT (USED FOR HOISTING DOWN BUCKETS),EQUIPMENT
node:ce5d6d4e-eac9-4a52-a23b-6703575b06db,BANKSMAN TRAINING,EQUIPMENT
node:95e8ab36-b415-4d7d-8c18-640b3d9523f4,PAINTING MIXING/APPLICATION WORKS,EQUIPMENT
node:29420201-dce4-41af-8eb1-4ddcfb230f0e,THE TEAM (OF THREE),ORGANIZATION
node:bc365d9d-a0b3-4635-9512-8ebc9d65b77d,3.0KGS (1.5KG EACH),EQUIPMENT
node:589e20a5-cedd-4179-a82c-287b5d01bbca,"1*4M LONG AND 1*8M LONG, 50MM WIDE",EQUIPMENT
node:7563b086-d39e-4623-8869-a945c6af7c1a,NOT INSPECTED BY THE CREW BEFORE USING THAT DAY,EQUIPMENT
node:55d4a091-f094-4c45-8977-3bb59ffdf963,THE WEIGHT OF AN EMPTY BUCKET WITH COVER IS 1.5KG (REFER TO PICTURE). THE WEIGHT,EQUIPMENT
node:292da3c2-bcc1-4480-a27d-3fafc5aef233,NEAR MISS - ARCTIC LNG 2 - TWO PAINT BUCKETS DROPPED,INCIDENT_TYPE
node:1fbd8ba2-7f02-4d52-99fa-ee2ac4878b30,"ALNG2 COSCO YARD, QIDONG",LOCATION
node:98f3579a-5b6d-4e6c-ad43-071377c40359,"PFP PAINTING DECK A COLUMN 25 AND 32 AND BLM 005 L0,L1,L2",LOCATION
node:f7ebfa5c-b86b-4afa-a6c6-fe148a7c763f,PTW (0054154),ORGANIZATION
node:cde83eee-6075-4da2-a8a0-93562c0e397f,TBT CONDUCTED BY FOREMAN PRIOR TO START THE WORK.,TASK
node:b30cba5d-7e68-435a-af74-fb0dc084c64d,TOTAL 07 WITNESSES,ORGANIZATION
node:d91faea5-99ed-48ed-a466-b045df30fb21,WORK CREW (3 PAINTERS),ORGANIZATION
node:59ff42de-09b1-4e19-8e01-ed23ee0c8565,TWO CTR QC E&I INSPECTORS,ORGANIZATION
node:765f3985-9d32-45f0-83ee-f2bc7125824b,TWO SCTR QC E&I INSPECTORS,ORGANIZATION
node:4bd32200-13ac-4cb4-a929-a881e124fd30,ACCIDENT 157 - 081105-KGD6-MJ1 - MTI - DEEP ORIENT– 02/02/2022 LACERATION TO FINGER WHILST REMOVING AN EMPTY ALUMINIUM CAN LID,INCIDENT_TYPE
node:73d5b931-fd62-40b7-9196-2c0f5c609ce4,EMPTY ALUMINIUM CAN LID,EQUIPMENT
node:6c5a4b5b-5d54-48a8-9db4-a3a0f6822389,2022-02-02,DATE
node:997c8b5c-b23b-4a2e-bf61-1e66df8f39f0,ACCIDENT 638925 - FAC - DUTRA INDUSTRIAL PLANTS - MATRIZ - SODEXO OFFICER BURNT BY SOAP,INCIDENT_TYPE
node:5d8a75e1-a933-47c9-8535-c4c6d4e140df,SODEXO OFFICER,ORGANIZATION
node:313969fc-ee3c-4641-89be-80c96ad6b9a7,2019-06-07,DATE
node:20afdf83-3918-4f85-b01d-0277d05e04d9,INJURY - 1 DEGREE BURN,INJURY_TYPE
node:c4808056-0da4-4b16-82ca-9c2b5de70dd9,SOAP CUBES,EQUIPMENT
node:6e43fbb0-1467-495e-8346-104d4f9012fc,CAR WHEEL,EQUIPMENT
node:19ddf31e-44f6-4049-a454-e7fe5b30dffd,RIGHT FRONT,BODY_PART
node:385003de-ecd8-4ba9-b208-e74ef75c0215,ACCIDENT 612989 - LIFTING INJURY STEPHENVILLE 10/29/2018,INCIDENT_TYPE
node:d0d73c7f-27f0-40ec-97db-241e207a7fa9,EMPLOYEE #10025764,ORGANIZATION
node:88eadc94-43ac-43da-9e73-13a269842d91,"2"" DR150 PLUG VALVE BODY",EQUIPMENT
node:8c145e93-f46b-4677-9004-0aefd1cdc929,ACCIDENT 612988 - LIFTING INJURY STEPHENVILLE 10/29/2018,
node:f0a3a736-8b19-4f44-ba97-8beceafaa56d,INCIDENT 709846 - WORKER STRUCK BY XT ROOF DURING ASSEMBLY,INCIDENT_TYPE
node:ad7b810a-a1f8-4867-9767-4ed5575c08df,XT ROOF,EQUIPMENT
node:acfcd9c2-56a4-4f3a-84c0-5743146b967c,CVB TEAR,EQUIPMENT
node:2cce9e5d-1051-4935-8741-69447b40f889,COLLEAGUE 2 (IP),ORGANIZATION
node:183e4a94-de4e-4961-8785-9c25c695c750,INDICATORS,EQUIPMENT
node:78010e5c-3d61-4298-81b0-985599edd265,PATEM KING EMBAYMENT #2 - SHELL,
node:91bae48e-fd9f-4695-825a-9343e3ab36fb,TFMC MEDICAL SERVICE,
node:aeb10635-4b8c-4f17-910a-2add8badbcdc,FAC - DUTRA INDUSTRIAL PLANTS - FASSUB WORKER STRUCK BY XT ROOF DURING ASSEMBLY,INCIDENT_TYPE
node:5bbb92bf-367a-497e-8350-fcea879b9381,2021-03-19,DATE
node:4837fa05-dde5-446e-b42a-2bcb74ef47f5,ACCIDENT 628531 - PD-APSB-MTP PRESS MACHINE HYDRAULIC HOSE & COUPLING DAMAGE,INCIDENT_TYPE
node:045e41cd-c1d2-470d-a60d-ec7569b8ce84,PRESS MACHINE,EQUIPMENT
node:73386381-b2e6-4c8f-b14b-3d4eda330b8e,INCIDENT 679096 - FAC - SKANDINITERIOI - FINGERTIP CLAMPING ON DOOR HANDLE,INCIDENT_TYPE
node:7b755685-8c73-4426-8e3f-22685c5f9445,SKANDINITERIOI,LOCATION
node:70d8c3d1-b36e-47ec-8cba-ee277460c2de,INCIDENT 679090 - FAC - SKANDINITERIOI - FINGERTIP CLAMPING ON DOOR HANDLE,
node:58070d31-7066-434f-a659-3d0d149b15a8,EDEMA,INJURY_TYPE
node:6c365ee9-4c86-424e-8d77-ab8451724165,ACCIDENT 86 - ACCIDENTE AMBIENTAL - A?U SPOOLBASE - VAZAMENTO DE ÁGUA OLEOSA DE BÁCIA DE CONTÊNÇÃO,INCIDENT_TYPE
node:ce5c03bd-aa07-45b3-ac67-7c334555423d,PIH,ORGANIZATION
node:6fd40470-ed24-4370-b2c8-fd39e35d3857,CAMINHÃO GUINDAUTO,EQUIPMENT
node:151df6af-9ef5-42bb-890b-b2de95a368db,BÁCIA DE CONTÊNÇÃO,EQUIPMENT
node:356c2df4-6194-40de-9121-dc097b25c213,ÁGUA OLEOSA,SUBSTANCE
node:878b5d33-7d91-4222-9533-356d317e5fa8,BALDES,EQUIPMENT
node:73ce5dc7-be95-4e42-8cc5-135a56379698,COLETOR,EQUIPMENT
node:3b7600bf-4cf4-4b69-9753-26bd9574ba6c,APROXIMADAMENTE 4 LITROS,QUANTITY
node:4a6da9d1-f400-415d-a80a-9f530f91c91c,SOLO,LOCATION
node:ff13c840-f3b7-4675-82c3-7d47cae6fc59,"ACU SPOOLBASE, ACU, BRAZIL, SOUTH AMERICA, TECHNIPFMC",LOCATION
node:e25bfd90-796a-49f4-b86d-b48f02a042b5,1/26/2022,DATE
node:76b2fb32-850d-41e3-9fec-ff7f84a20382,UNFAMILIAR PERSONNEL,CASE_CATEGORIZATION
node:17ab6845-1a2c-4d60-a145-201f69ed7a7a,TFMC640,LOCATION_CODE
node:ad7d582b-ab8b-4a52-9ce8-b89e939db046,ACCIDENT 13602 - TRUCK DRIVER LOST LOAD ON ROADWAY (ZIPPER MANIFOLD),INCIDENT_TYPE
node:684e0d71-c0ad-43c6-ae99-4249288b4941,HWY 349 AND I20,LOCATION
node:10562ad6-9d71-4c2b-bfab-3646811b7b3d,3/9/2022,DATE
node:f57e7423-2235-4691-b84f-08911dc58ec0,INCIDENT 696053 - PROPERTY DAMAGE-BLADE-BEAUMONT ISBL PLOT-APR 28-2020,INCIDENT_TYPE
node:f491b357-a80a-4a83-82c5-f0861a0bbbbb,"24"" FIREWATER LINE",EQUIPMENT
node:bb293e8c-ef8d-40bf-8c19-138d0f4c1d71,STEEL STAKE,EQUIPMENT
node:3ede089d-666d-4663-a196-f1fc9b3416be,"APR 28, 2020",DATE
node:acce3cf9-9113-4456-a3c4-a229651c8462,"INCIDENT 696053 - PROPERTY DAMAGE-BLADE-BEAUMONT ISBL PLOT-APR 28-2020 ABRASION TO 24"" FIREWATER LINE DUE TO CONTACT WITH STEEL STAKE - NO INJURIES",INCIDENT_TYPE
node:1ac9b501-bfe4-4990-8f50-2b1c416f749b,INCIDENT 696050 - PROPERTY DAMAGE-BLADE-BEAUMONT ISBL PLOT-MAR 9-2020 PERFORMANCE EXCAVATOR SCRAPED A PIPE WHILE EXCAVATING - NO INJURIES,INCIDENT_TYPE
node:ccc3f7f8-1dae-4dd4-acf2-81beccae3e92,PERFORMANCE EXCAVATOR,EQUIPMENT
node:e651a951-298c-420e-a240-d5713e8dbfa5,MAR 9-2020,DATE
