value,canonical_type,confidence,types_found,count_per_type,entities_to_reclassify,edges_affected
Deepsea Yantai,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Distribution Center,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Document Controller office,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Duva & P1 Project,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Dvalin North,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
E Stop,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
E&I support,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
E105,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
ECA,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
ECG,EQUIPMENT,high,EQUIPMENT; ORGANIZATION,EQUIPMENT=7; ORGANIZATION=1,1,1
D&A,INJURY_TYPE,ambiguous,INJURY_TYPE; ORGANIZATION,INJURY_TYPE=1; ORGANIZATION=1,1,1
Crane Op,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=4; EQUIPMENT=1,1,1
Crane No 2,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
Compressor “A”,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
CDA,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=7; LOCATION=1,1,1
CDW-B,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
CEU 21,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
CHRT,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
CMT,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
COXON TIDE,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
CP,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
CPE,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=64; EQUIPMENT=1,1,1
CR,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
CRF,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=5; EQUIPMENT=1,1,1
CRU,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
CT,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
CVC RT,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=3; ORGANIZATION=1,1,1
Caldeiraria,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
Callanish Project,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Camp 3 Clinic,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
Camp 6 clinic,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=5; LOCATION=1,1,1
Carousel B,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Carousel H,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=3; EQUIPMENT=1,1,1
Cavotec,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
ChagTerms,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Channelview,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=285; ORGANIZATION=1,1,1
Chesapeake,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
Chinese finger,BODY_PART,high,BODY_PART; EQUIPMENT,BODY_PART=8; EQUIPMENT=1,1,1
Christmas Tree,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Main Control Room,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=4; ORGANIZATION=1,1,1
Mason,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=5; LOCATION=1,1,1
boat,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Transocean Spitsbergen,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
TechCenter,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=41; ORGANIZATION=1,1,1
Tehcnip,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Template N,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Tens?o Constante,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Tether Management System,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
The Bridge,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
The Deep Blue,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=12; LOCATION=1,1,1
Theodore spoolbase,LOCATION,high,EQUIPMENT; LOCATION,LOCATION=22; EQUIPMENT=1,1,1
Thermoplastic Umbilical Factory,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
Thermoplastic Umbilicals Factory,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Tooling workshop,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
Tower Crane #2,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Tubing Hanger (TH),LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
TWC,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
UOT,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
UT,ORGANIZATION,moderate,BODY_PART; ORGANIZATION,ORGANIZATION=2; BODY_PART=1,1,1
UTAJ,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
UTF,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
UTH frames,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
UWS,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=3; ORGANIZATION=1,1,1
Unihead,EQUIPMENT,high,EQUIPMENT; LOCATION,EQUIPMENT=5; LOCATION=1,1,1
Unit 14,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Ustay,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=16; LOCATION=1,1,1
Ustay sewage water truck,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Utilities,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=3; ORGANIZATION=1,1,1
Utsira High Project,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
Tarragona,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=7; ORGANIZATION=1,1,1
TUP,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
Siem Barracuda,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
TBT_x000D_,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
Site First Aid station,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=3; ORGANIZATION=1,1,1
Skandi Caledonia,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
Skandi Niterói,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Spar,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
Stanley,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Starboard ROV,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
Stbd TTS,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
Surf Allamanda,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Surfer 2000,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
TAP Project,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=38; LOCATION=1,1,1
TATRA,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
TBT & JRA,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
TCN 26,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
TUL,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=11; LOCATION=1,1,1
TFM,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
THOS,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
THRA,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
THS,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
TIG,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
TLS tower,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
TMP005,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
TMS module,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
TOJ,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
TPAR,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
TR,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
114-PAU-012 Compressor A,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
VLS gutter,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
VLS tower,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
VLS work table,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
assembly table,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
affected area,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
aft bell,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
aft carousel,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
andaime,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
anesthesia,EQUIPMENT,ambiguous,EQUIPMENT; INJURY_TYPE,EQUIPMENT=1; INJURY_TYPE=1,1,1
aquilux,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
arc eye,BODY_PART,moderate,BODY_PART; INJURY_TYPE,BODY_PART=2; INJURY_TYPE=1,1,1
area,LOCATION,high,BODY_PART; LOCATION,LOCATION=85; BODY_PART=1,1,1
armor,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
armouring line,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
articulated arm,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
assembly,EQUIPMENT,high,EQUIPMENT; LOCATION,EQUIPMENT=11; LOCATION=1,1,1
assets,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
VTS,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
axis,BODY_PART,moderate,BODY_PART; LOCATION,BODY_PART=3; LOCATION=1,1,1
back deck,LOCATION,high,BODY_PART; LOCATION,LOCATION=26; BODY_PART=1,1,1
back door,BODY_PART,ambiguous,BODY_PART; LOCATION,BODY_PART=1; LOCATION=1,1,1
back scratcher,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
backside,BODY_PART,moderate,BODY_PART; LOCATION,BODY_PART=2; LOCATION=1,1,1
balance,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
barrier,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=3; EQUIPMENT=1,1,1
basin,LOCATION,moderate,BODY_PART; LOCATION,LOCATION=4; BODY_PART=1,1,1
bathroom,LOCATION,high,BODY_PART; LOCATION,LOCATION=18; BODY_PART=1,1,1
bladder,BODY_PART,moderate,BODY_PART; EQUIPMENT,BODY_PART=4; EQUIPMENT=1,1,1
blast wall,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
blister,INJURY_TYPE,moderate,BODY_PART; INJURY_TYPE,INJURY_TYPE=4; BODY_PART=1,1,1
abrasion,INJURY_TYPE,high,BODY_PART; INJURY_TYPE,INJURY_TYPE=41; BODY_PART=1,1,1
abdominal pains,BODY_PART,ambiguous,BODY_PART; INJURY_TYPE,BODY_PART=1; INJURY_TYPE=1,1,1
Zipper,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Yamal,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
Van Oord,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Vega FCM,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=2; EQUIPMENT=1,1,1
Viking Neptun,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Vinland,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Vitoria Logistics Base,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=100; ORGANIZATION=1,1,1
W1,EQUIPMENT,moderate,BODY_PART; EQUIPMENT,EQUIPMENT=2; BODY_PART=1,1,1
W7,BODY_PART,ambiguous,BODY_PART; EQUIPMENT,BODY_PART=1; EQUIPMENT=1,1,1
WH,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
WSP18,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
WWTP,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=5; LOCATION=1,1,1
Westcon,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
Westhill Office,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=97; ORGANIZATION=1,1,1
Winch 19,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Wisma Technip,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
Workshop 1,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=4; ORGANIZATION=1,1,1
X-Tree,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
XLS24,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
XLX 106,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=3; ORGANIZATION=1,1,1
XLX 126,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=4; ORGANIZATION=1,1,1
XLX 50,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
XLX 93,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=3; LOCATION=1,1,1
XLX127,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=4; ORGANIZATION=1,1,1
XLX89,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
XLX93,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
XMT,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
Site,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=140; ORGANIZATION=1,1,1
Shorebase,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=4; ORGANIZATION=1,1,1
Master,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=8; LOCATION=1,1,1
PHC,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Oceanic 443,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=3; EQUIPMENT=1,1,1
Odessa Service Base,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=403; ORGANIZATION=1,1,1
Olympic,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
Omega,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=5; LOCATION=1,1,1
Orelia,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=19; ORGANIZATION=1,1,1
P7,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
PAU 012,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=3; ORGANIZATION=1,1,1
PC,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
PCC,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=9; LOCATION=1,1,1
PCH,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
PCR-X,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
PFLNG-2,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
PLC,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
OSV,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
PNR,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
PO,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
PPE,EQUIPMENT,high,EQUIPMENT; ORGANIZATION,EQUIPMENT=139; ORGANIZATION=1,1,1
PR 100,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
PR-100,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=3; EQUIPMENT=1,1,1
PR100,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=2; EQUIPMENT=1,1,1
PRT,LOCATION,high,EQUIPMENT; LOCATION,LOCATION=8; EQUIPMENT=1,1,1
PS1,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
PSV Skandi Buchan,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
PT,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
Performance rod buster,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Photoboard,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
OTS,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=12; LOCATION=1,1,1
OSLT,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=10; LOCATION=1,1,1
Shell Tellus 22,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
NSA,ORGANIZATION,high,LOCATION; ORGANIZATION,ORGANIZATION=38; LOCATION=1,1,1
Matrix Factory,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=3; LOCATION=1,1,1
Mechanical Yard,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=8; ORGANIZATION=1,1,1
Minot,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=413; ORGANIZATION=1,1,1
Mobile,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=15; ORGANIZATION=1,1,1
Mobile Spoolbase,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
Movax,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
N2,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
NCP,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
NCR,ORGANIZATION,high,BODY_PART; ORGANIZATION,ORGANIZATION=6; BODY_PART=1,1,1
NHT-CCR,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
NIU,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
NOGA 1 TCF,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
NWR,INJURY_TYPE,ambiguous,INJURY_TYPE; ORGANIZATION,INJURY_TYPE=1; ORGANIZATION=1,1,1
ORF,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=4; LOCATION=1,1,1
New Rio,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Newland,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
Nigg Energy Park,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=5; ORGANIZATION=1,1,1
Normand Cutter,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
Novy Urengoy,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=2; ORGANIZATION=1,1,1
OBS,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=3; LOCATION=1,1,1
OC,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
OCS,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=174; EQUIPMENT=1,1,1
OKC,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=4; ORGANIZATION=1,1,1
OMA,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=5; EQUIPMENT=1,1,1
OMT,ORGANIZATION,high,EQUIPMENT; ORGANIZATION,ORGANIZATION=74; EQUIPMENT=1,1,1
OP,ORGANIZATION,moderate,EQUIPMENT; ORGANIZATION,ORGANIZATION=4; EQUIPMENT=1,1,1
Port Bell,LOCATION,high,LOCATION; ORGANIZATION,LOCATION=13; ORGANIZATION=1,1,1
Poseidon,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
Pugnax,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
STM,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
SP15,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=3; LOCATION=1,1,1
SP18,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=4; ORGANIZATION=1,1,1
SP7,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
SPA,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
SPFM,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
SPZ,LOCATION,moderate,LOCATION; ORGANIZATION,LOCATION=3; ORGANIZATION=1,1,1
SRL,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
SRT,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
STA,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
STEPS,BODY_PART,ambiguous,BODY_PART; ORGANIZATION,BODY_PART=1; ORGANIZATION=1,1,1
STF,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
STL office,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
STR,LOCATION,ambiguous,LOCATION; ORGANIZATION,LOCATION=1; ORGANIZATION=1,1,1
Q4000,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
STT,EQUIPMENT,moderate,EQUIPMENT; ORGANIZATION,EQUIPMENT=2; ORGANIZATION=1,1,1
SUTA,EQUIPMENT,moderate,EQUIPMENT; LOCATION,EQUIPMENT=2; LOCATION=1,1,1
SV,ORGANIZATION,moderate,LOCATION; ORGANIZATION,ORGANIZATION=2; LOCATION=1,1,1
SVP,EQUIPMENT,ambiguous,EQUIPMENT; LOCATION,EQUIPMENT=1; LOCATION=1,1,1
SWC,EQUIPMENT,ambiguous,EQUIPMENT; ORGANIZATION,EQUIPMENT=1; ORGANIZATION=1,1,1
SZ,LOCATION,moderate,EQUIPMENT; LOCATION,LOCATION=3; EQUIPMENT=1,1,1
