is_match,type,title_l,title_r,score,nums_l,nums_r,num_jaccard,num_mismatch,risk_score
,EQUIPMENT,ROV xlx93,ROV XLX43,0.8889,93,43,0.0,True,4.968
,EQUIPMENT,excavator,excavators,1.0,,,1.0,False,4.963
,EQUIPMENT,Thruster 5,Thruster 3,0.9,5,3,0.0,True,4.946
,EQUIPMENT,safety glasses,safety glass,0.96,,,1.0,False,4.943
,EQUIPMENT,SP17 machine,SP18 machine,0.9167,17,18,0.0,True,4.912
,EQUIPMENT,trailer,trainers,0.8571,,,1.0,False,4.902
,INJURY_TYPE,minor cut,cut,1.0,,,1.0,False,4.898
,INJURY_TYPE,minor laceration,lacerating,0.9,,,1.0,False,4.892
,EQUIPMENT,fire extinguisher,Fire extinguisher point,0.85,,,1.0,False,4.882
,INJURY_TYPE,pain,severe pain,1.0,,,1.0,False,4.875
,EQUIPMENT,Crane 2,crane 3,0.8571,2,3,0.0,True,4.874
,EQUIPMENT,ROV XLX 94,ROV TXLX 43,0.8571,94,43,0.0,True,4.874
,EQUIPMENT,compressor,"Compressor ""A",0.8696,,,1.0,False,4.855
,INJURY_TYPE,pain,minor pain,1.0,,,1.0,False,4.852
,EQUIPMENT,generator,generator 1,0.9,,1,0.0,False,4.85
,INJURY_TYPE,pain,slight pain,1.0,,,1.0,False,4.844
,EQUIPMENT,manlift,man-lift,0.9333,,,1.0,False,4.841
,EQUIPMENT,ROV XLX74,ROV XLX49,0.8889,74,49,0.0,True,4.835
,EQUIPMENT,ROV XLX74,ROV XLX44,0.8889,74,44,0.0,True,4.835
,EQUIPMENT,Crane #2,crane #1,0.875,2,1,0.0,True,4.829
,EQUIPMENT,crane #7,Crane #2,0.875,7,2,0.0,True,4.829
,EQUIPMENT,class 4 torque tool,class 7 torque tool,0.9474,4,7,0.0,True,4.829
,EQUIPMENT,generator,Generator 5,0.9,,5,0.0,False,4.829
,EQUIPMENT,compressor,"compressor ""B",0.8696,,,1.0,False,4.823
,INJURY_TYPE,small cut,cut,1.0,,,1.0,False,4.812
,INJURY_TYPE,pain,small pain,1.0,,,1.0,False,4.812
,INJURY_TYPE,pain,pains,1.0,,,1.0,False,4.812
,INJURY_TYPE,pain,mild pains,1.0,,,1.0,False,4.812
,INJURY_TYPE,pain,mild pain,1.0,,,1.0,False,4.812
,EQUIPMENT,generator,Generator 6,0.9,,6,0.0,False,4.807
,EQUIPMENT,generator,Generator 4,0.9,,4,0.0,False,4.807
,INJURY_TYPE,laceration,small laceration,1.0,,,1.0,False,4.796
,INJURY_TYPE,laceration,lacerations,1.0,,,1.0,False,4.796
,EQUIPMENT,man lift,man-lift,0.875,,,1.0,False,4.793
,EQUIPMENT,SP17 machine,SP10 machine,0.9167,17,10,0.0,True,4.779
,EQUIPMENT,SP17 machine,SP13 machine,0.9167,17,13,0.0,True,4.779
,INJURY_TYPE,cut,minor cut injury,1.0,,,1.0,False,4.771
,EQUIPMENT,XLX 126,XLX 127,0.8571,126,127,0.0,True,4.768
,INJURY_TYPE,fracture,fractured,0.9412,,,1.0,False,4.762
,INJURY_TYPE,closed fracture,Closure fracture,0.9032,,,1.0,False,4.752
,INJURY_TYPE,laceration,laceration injury,1.0,,,1.0,False,4.736
,EQUIPMENT,generator 1,Generator 5,0.9091,1,5,0.0,True,4.701
,INJURY_TYPE,injury,minor injury,1.0,,,1.0,False,4.691
,EQUIPMENT,overhead crane,overhead cranes,1.0,,,1.0,False,4.691
,INJURY_TYPE,laceration,superficial laceration,1.0,,,1.0,False,4.682
,EQUIPMENT,ROV xlx93,ROV XLX49,0.8889,93,49,0.0,True,4.681
,INJURY_TYPE,contusion,minor contusion,1.0,,,1.0,False,4.673
,EQUIPMENT,fire extinguisher,fire extinguish-er,0.9714,,,1.0,False,4.668
,INJURY_TYPE,laceration,deep laceration,1.0,,,1.0,False,4.663
,INJURY_TYPE,laceration,minor lacerations,1.0,,,1.0,False,4.654
,EQUIPMENT,XLX 126,XLX 106,0.8571,126,106,0.0,True,4.65
,INJURY_TYPE,laceration,minor superficial laceration,1.0,,,1.0,False,4.644
,INJURY_TYPE,minor cut,small cut,1.0,,,1.0,False,4.644
,INJURY_TYPE,contusion,contusions,1.0,,,1.0,False,4.644
,INJURY_TYPE,laceration,mild superficial laceration,1.0,,,1.0,False,4.644
,INJURY_TYPE,laceration,small laceration injury,1.0,,,1.0,False,4.644
,EQUIPMENT,fork lift,fork-lift,0.8889,,,1.0,False,4.627
,EQUIPMENT,fire extinguisher,Fire extinguishers,1.0,,,1.0,False,4.625
,EQUIPMENT,reel,reels,1.0,,,1.0,False,4.615
,EQUIPMENT,Thruster 7,Thruster 6,0.9,7,6,0.0,True,4.609
,EQUIPMENT,ROV UHD 18,ROV UHD 61,0.9,18,61,0.0,True,4.609
,EQUIPMENT,thruster 1,Thruster 6,0.9,1,6,0.0,True,4.609
,EQUIPMENT,Thruster 7,thruster 1,0.9,7,1,0.0,True,4.609
,EQUIPMENT,class 4 torque tool,class 6 Torque tool,0.9474,4,6,0.0,True,4.605
,INJURY_TYPE,minor cut,minor cut injury,1.0,,,1.0,False,4.595
,INJURY_TYPE,contusion,contusion injury,1.0,,,1.0,False,4.585
,INJURY_TYPE,contusion,severe contusion,1.0,,,1.0,False,4.585
,EQUIPMENT,fork lift,Forklift1,0.8889,,1,0.0,False,4.578
,EQUIPMENT,fork lift,forkloift,0.8889,,,1.0,False,4.578
,INJURY_TYPE,bruise,Bruised,0.9231,,,1.0,False,4.576
,INJURY_TYPE,contusion,slight contusion,1.0,,,1.0,False,4.575
,INJURY_TYPE,contusion,Minor contusions,1.0,,,1.0,False,4.575
,INJURY_TYPE,injury,superficial injury,1.0,,,1.0,False,4.575
,INJURY_TYPE,contusion,small contusion,1.0,,,1.0,False,4.575
,EQUIPMENT,forks,fork,1.0,,,1.0,False,4.575
,EQUIPMENT,manlift,man –lift,0.875,,,1.0,False,4.557
,EQUIPMENT,sling,slings,1.0,,,1.0,False,4.554
,EQUIPMENT,compressor A,Compressor B,0.9167,,,1.0,False,4.547
,EQUIPMENT,gloves,glove,1.0,,,1.0,False,4.533
,INJURY_TYPE,superficial cut,cut,1.0,,,1.0,False,4.533
,EQUIPMENT,generator 1,Generator 6,0.9091,1,6,0.0,True,4.518
,EQUIPMENT,generator 1,Generator 4,0.9091,1,4,0.0,True,4.518
,EQUIPMENT,ROV XLX 117,ROV XLX 116,0.9091,117,116,0.0,True,4.518
,EQUIPMENT,ROV XLX 93,ROV TXLX 43,0.8571,93,43,0.0,True,4.517
,EQUIPMENT,Thruster 5,Thruster #1,0.8571,5,1,0.0,True,4.517
,EQUIPMENT,man lift,Man Lifter,0.8889,,,1.0,False,4.5
,INJURY_TYPE,injury,severe injury,1.0,,,1.0,False,4.5
,EQUIPMENT,ROV XLX43,ROV XLX49,0.8889,43,49,0.0,True,4.498
,EQUIPMENT,ROV XLX43,ROV XLX44,0.8889,43,44,0.0,True,4.498
,EQUIPMENT,XLX74 ROV,XLX75 ROV,0.8889,74,75,0.0,True,4.498
,INJURY_TYPE,cut,cut injury,1.0,,,1.0,False,4.489
,INJURY_TYPE,injury,small injury,1.0,,,1.0,False,4.489
,INJURY_TYPE,small cut,minor cut injury,1.0,,,1.0,False,4.477
,INJURY_TYPE,injury,slight injury,1.0,,,1.0,False,4.477
,INJURY_TYPE,injury,small superficial injury,1.0,,,1.0,False,4.477
,INJURY_TYPE,minor laceration,laceranting injury,0.8571,,,1.0,False,4.463
,EQUIPMENT,trolley,trolly,0.9231,,,1.0,False,4.433
,INJURY_TYPE,cut,cuts,1.0,,,1.0,False,4.431
,INJURY_TYPE,cut,small cut injury,1.0,,,1.0,False,4.419
,EQUIPMENT,pump,pumps,1.0,,,1.0,False,4.419
,EQUIPMENT,fork lift,forklifts,0.9412,,,1.0,False,4.417
,EQUIPMENT,pipe,pipet,0.8889,,,1.0,False,4.415
,EQUIPMENT,generator 1047,generator 1,0.88,1047,1,0.0,True,4.409
,EQUIPMENT,cherry picker,cheery picker,0.9231,,,1.0,False,4.407
,EQUIPMENT,cable tray,cable track,0.8571,,,1.0,False,4.4
,EQUIPMENT,ROV XLX 85,ROV XLX 84,0.9,85,84,0.0,True,4.386
,EQUIPMENT,ROV XLX106,ROV XLX107,0.9,106,107,0.0,True,4.386
,EQUIPMENT,Train 3 compressor B,Train 1 Compressor A,0.9,3,1,0.0,True,4.386
,EQUIPMENT,ROV XLX16,ROV XLX 116,0.9,16,116,0.0,True,4.386
,EQUIPMENT,Train 2 Compressor A,Train 3 compressor B,0.9,2,3,0.0,True,4.386
,EQUIPMENT,Thruster 3,thruster 1,0.9,3,1,0.0,True,4.386
,EQUIPMENT,side-boom,side boom,0.8889,,,1.0,False,4.386
,EQUIPMENT,Thruster 7,Thruster 3,0.9,7,3,0.0,True,4.386
,EQUIPMENT,ROV XLX107,ROV XLX127,0.9,107,127,0.0,True,4.386
,EQUIPMENT,ROV XLX 117,ROV XLX11,0.9,117,11,0.0,True,4.386
,EQUIPMENT,Thruster 3,Thruster 6,0.9,3,6,0.0,True,4.386
,EQUIPMENT,ROV XLX116,ROV XLX106,0.9,116,106,0.0,True,4.386
,EQUIPMENT,ROV XLX11,ROV XLX 116,0.9,11,116,0.0,True,4.386
,EQUIPMENT,truck,trucks,1.0,,,1.0,False,4.382
,EQUIPMENT,crane_x000D_,crane 2_x000D_,0.9231,000,"000,2",0.5,True,4.378
,EQUIPMENT,hose,hoses,1.0,,,1.0,False,4.369
,EQUIPMENT,XLX 126,XLX 116,0.8571,126,116,0.0,True,4.363
,EQUIPMENT,XLX 127,XLX 107,0.8571,127,107,0.0,True,4.363
,EQUIPMENT,crane #7,crane #1,0.875,7,1,0.0,True,4.359
,EQUIPMENT,cable tray,cable try,0.9474,,,1.0,False,4.355
,EQUIPMENT,ROV Supporter 3,ROV Supporter 29,0.9032,3,29,0.0,True,4.354
,EQUIPMENT,Mobil DTA 10 Excel 68,Mobil DTE 10 Excel 46,0.9048,"10,68","10,46",0.3333,True,4.338
,EQUIPMENT,scaffold pipe,scaffolding pipe,0.8966,,,1.0,False,4.333
,EQUIPMENT,HPU,HPU’s,0.8571,,,1.0,False,4.332
,EQUIPMENT,HPU,HPU1,0.8571,,1,0.0,False,4.332
,EQUIPMENT,hard hat,hardhat,0.9333,,,1.0,False,4.331
,EQUIPMENT,spreader bar,spreader beam,0.88,,,1.0,False,4.326
,EQUIPMENT,Scaffold,scaffolds,1.0,,,1.0,False,4.317
,EQUIPMENT,spreader bar,spread bar,0.9091,,,1.0,False,4.31
,EQUIPMENT,ice pack,icepack,0.9333,,,1.0,False,4.305
,EQUIPMENT,dump truck,dump-trucks,0.9,,,1.0,False,4.296
