incident_id,source,description,target,text_unit_id,relationship_id,document_id
7421,DIESEL OIL LEAKAGE FROM GENERATOR PLATEAU AT SUNSET SURVEILLANCE BASE - SPULPBASE D'AQUISINHO DO RIO BRANCO,ENVIRONMENTAL Hazard,"SPULPBASE AQUINHO DE OLIVEIRA, ACU - BRAZIL CAMPUS AT SUNSET SURVEILLANCE BASE - SPULPBASE D'AQUISINHO DO RIO BRANCO",67f3051d1f8faec04a2cf0f33a7b923680f1bf2e4d486cde3f08a5804f1de6bd6db5bc6bc66e903541fca4d9b4dbddffc13296c93d6eaefca6df43885d7fd633,0bfb7e8e-9f33-4dcd-87c7-46caa86d71fe,72832a78f8a092ce357c4d3896337e289e6758a96c388079447bca2a336397fbff57e22b08f2417f849f5101ae9c79bebc71f96f42233fd302adb2196aa2eee5
7474,ACCIDENT 7474 - ACCIDENT WITH FIRST HELP (FAILURE) LUMBAR TO MOVEMENT CARGO MANUALLY IN THE WS 4 AND 7,OCCURRED_AT,ACU SPOOLBASE BRAZIL WORKPLACE,5a70262b34f041a248af7b58feabf3ebe39db3dcd6de129903c97e1b48e88895fa707e1f785963a2e55663eb6c7c05ce31724a65b90409013f61c3a2c0f795a3,977721ef-90a4-4008-aee0-0a4aad25150a,66bba1500fc99c16483268e9b6f7d9c1b2ec8c6368b7c506c7c38f22c2f893fd562b29ec485522bd87f7311ae129d8c3a5ad6d4c9510dd1c2c8a278ecfdfb638
7474,ACCIDENT 7474 - ACCIDENT WITH FIRST HELP (FAILURE) LUMBAR TO MOVEMENT CARGO MANUALLY IN THE WS 4 AND 7,OCCURRED_AT,2021-0707-16,5a70262b34f041a248af7b58feabf3ebe39db3dcd6de129903c97e1b48e88895fa707e1f785963a2e55663eb6c7c05ce31724a65b90409013f61c3a2c0f795a3,4ce00126-04bd-41a3-ad03-786fd9980465,66bba1500fc99c16483268e9b6f7d9c1b2ec8c6368b7c506c7c38f22c2f893fd562b29ec485522bd87f7311ae129d8c3a5ad6d4c9510dd1c2c8a278ecfdfb638
7474,ACCIDENT 7474 - ACCIDENT WITH FIRST HELP (FAILURE) LUMBAR TO MOVEMENT CARGO MANUALLY IN THE WS 4 AND 7,INVOLVED,COUPON (ROUTE TUBE WITH ABOUT 20KG),5a70262b34f041a248af7b58feabf3ebe39db3dcd6de129903c97e1b48e88895fa707e1f785963a2e55663eb6c7c05ce31724a65b90409013f61c3a2c0f795a3,595b9f1b-2770-4b16-918b-cbdb2e1963a3,66bba1500fc99c16483268e9b6f7d9c1b2ec8c6368b7c506c7c38f22c2f893fd562b29ec485522bd87f7311ae129d8c3a5ad6d4c9510dd1c2c8a278ecfdfb638
7560,ACCIDENT 7560 - THUMB LACERATION,DATE,2019-07-12,2a40fd025d8be972da44e75e56ef02308e4fc13413d6cb6a53d5f04003d7a1a8c5875e7b11b3dd803cca97645ac19436667ea93a285af3c64983610064c2e7d4,6b7b4b9e-4614-4a7f-b8bb-d1a2512bcbf1,012973728653467b97b12a1cfa41c597be95dfaf3b401bf5e2e20519ba4b6eac8070bc08a8f63821d6dfd5396f8138ef2177ac84df8e8b44fa131c665fbab217
7560,ACCIDENT 7560 - THUMB LACERATION,OCCURRED_AT,"CHEVRON 1023 TX ORLA TOWN CENTER OF EXCELLENCE FOR SAFETY, HEALTH AND ENVIRONMENT (CESEH)",2a40fd025d8be972da44e75e56ef02308e4fc13413d6cb6a53d5f04003d7a1a8c5875e7b11b3dd803cca97645ac19436667ea93a285af3c64983610064c2e7d4,b77edee0-4f55-4627-815f-7b5ad8d15e96,012973728653467b97b12a1cfa41c597be95dfaf3b401bf5e2e20519ba4b6eac8070bc08a8f63821d6dfd5396f8138ef2177ac84df8e8b44fa131c665fbab217
7560,ACCIDENT 7560 - THUMB LACERATION,CAUSED_BY,CVX RIG HANGERS,2a40fd025d8be972da44e75e56ef02308e4fc13413d6cb6a53d5f04003d7a1a8c5875e7b11b3dd803cca97645ac19436667ea93a285af3c64983610064c2e7d4,f733d149-b5a5-47e0-8ce7-fbb690826a33,012973728653467b97b12a1cfa41c597be95dfaf3b401bf5e2e20519ba4b6eac8070bc08a8f63821d6dfd5396f8138ef2177ac84df8e8b44fa131c665fbab217
7560,ACCIDENT 7560 - THUMB LACERATION,INVOLVED IN,SLB CEMENT HEAD,2a40fd025d8be972da44e75e56ef02308e4fc13413d6cb6a53d5f04003d7a1a8c5875e7b11b3dd803cca97645ac19436667ea93a285af3c64983610064c2e7d4,bb90505f-72cb-4dfb-8408-9d78f4137a83,012973728653467b97b12a1cfa41c597be95dfaf3b401bf5e2e20519ba4b6eac8070bc08a8f63821d6dfd5396f8138ef2177ac84df8e8b44fa131c665fbab217
7644,NEAR MISS 7644 - NEAR MISSES INCIDENT,INVOLVED,"""DUMMY TUBING HANGER""",82cf839e63ef755cc96fb9cca22e566054a75976f952e2e961d229d1383744c28300c8d90558dadf9ef6e46924faeee92d0b2f244cc84db19534bc55f55d3b1d,a1309b7a-cd37-430f-bd2c-f55de51cf75b,56d8995db0f497a77cfffb836a7bdce49ce03d3dc675531c5693d7683b1c21f519dffe5f412572fe1329d1394b947f41bced254aeea3801d0c2ed983b97b1387
7644,NEAR MISS 7644 - NEAR MISSES INCIDENT,OCCURRED_AT,"""21.NOVEMBER.2019""",82cf839e63ef755cc96fb9cca22e566054a75976f952e2e961d229d1383744c28300c8d90558dadf9ef6e46924faeee92d0b2f244cc84db19534bc55f55d3b1d,96e8afd6-e6c1-4ea2-9fe3-b6e4754c72e1,56d8995db0f497a77cfffb836a7bdce49ce03d3dc675531c5693d7683b1c21f519dffe5f412572fe1329d1394b947f41bced254aeea3801d0c2ed983b97b1387
7644,NEAR MISS 7644 - NEAR MISSES INCIDENT,CAUSED_BY,DUMMY TUBING HANGER,82cf839e63ef755cc96fb9cca22e566054a75976f952e2e961d229d1383744c28300c8d90558dadf9ef6e46924faeee92d0b2f244cc84db19534bc55f55d3b1d,1ad4c895-3968-4327-a49e-3a2cdba8e72c,56d8995db0f497a77cfffb836a7bdce49ce03d3dc675531c5693d7683b1c21f519dffe5f412572fe1329d1394b947f41bced254aeea3801d0c2ed983b97b1387
7644,NEAR MISS 7644 - NEAR MISSES INCIDENT,INVOLVED,"""TUCKER PLASTIC SCAFFOLDS, LLC.""",82cf839e63ef755cc96fb9cca22e566054a75976f952e2e961d229d1383744c28300c8d90558dadf9ef6e46924faeee92d0b2f244cc84db19534bc55f55d3b1d,91de9b2f-1fa4-4484-8e74-4b02a0bd0a87,56d8995db0f497a77cfffb836a7bdce49ce03d3dc675531c5693d7683b1c21f519dffe5f412572fe1329d1394b947f41bced254aeea3801d0c2ed983b97b1387
7755,"""ENTITY""",<source>,"""PARKED DHL TRUCK""",7744aa8ebdeb0aa3289779f00460ad21e91724e061efb4780cdd5a50b003236fa6ecc5df2cd13fb02fb657d32f1746341261415d541c548c301f11ad53dfb6b7,a3bdf755-496e-4561-a1bd-fcff3088b7f9,957bb98f1d9299e83f1e768aa5ec2f8801923969f0ed389ac8fe70731c07b82df3719b4c2f744724dff02f17480f146d9e94dc8b2bc62836e4b2c5a1f1874998
8076,ACCIDENT 732724 - OIL VEHICLE DROWNING ACCIDENT,"CAUSED_BY
USED_IN",OIL CYLINDERS,daa0eb38955029d975044d911b50be3915772a1d9e9150e31c1e905bf09e77c497351dfa4258719f388bf16f7c3449a67a8c7a7ed3c32e6dc2937493017f6eb7,2537243e-d726-43e5-bd9e-8025f535d07f,ed8aef311e96d2ae953025cb6760c3869f9afda7c918b7500617a36bb4ff9d2c11cedaf82119fff47564638855a6a3dad4a143a34d852689685e69eddcf64815
8187,NEAR MISS 8187 - THIRD PARTY FIRST AID,AFFECTED,FINGER,a1a4c01ab44c2536dbf386f3a435bea3038871282cc9e51db7ec308622e2034a2d2be25e50749a5c42253697e550bf9e0a7badac84d7f0a7221e1dd265f1058d,c7a33b38-dd75-420e-a653-5979545b0c39,401b6e00a1ec7f063ffedb7160ac624162a14f3dad482b0488e83a2212d79f006a31d681173de1f02ba78d3bd87d0711e8befa4f7bc84d0c320c09d82d65ff82
8364,ACCIDENT 8364 - SHELL TELLUS S3 RELEASED FROM HOT STAB DUMMY VALVE LEAKAGE,INVOLVED,ROV SUPPORTER 30,dccd6341370c7a65b0a36237c366b8ea0bad417d68234317d410f6e85b364198beeefb43c409ed104e3da909f589b9384c68a971d1a23f6ba683fd9c98a20736,1bb052f7-36bf-4ff5-8fac-87504d7795b7,000a932c8823320a797119167df0448c01bc8fcb1e0b27de3d0289003768bb46f5a4bdcb908ffd17921147630d438f996d9dc42da927ce879527720e69c4cfeb
8364,ACCIDENT 8364 - SHELL TELLUS S3 RELEASED FROM HOT STAB DUMMY VALVE LEAKAGE,OCCURRED_AT,"NORTH SHORE GIANT, ABERDEEN, UK",dccd6341370c7a65b0a36237c366b8ea0bad417d68234317d410f6e85b364198beeefb43c409ed104e3da909f589b9384c68a971d1a23f6ba683fd9c98a20736,2678f1b6-035a-43e2-8247-042ca29aea7d,000a932c8823320a797119167df0448c01bc8fcb1e0b27de3d0289003768bb46f5a4bdcb908ffd17921147630d438f996d9dc42da927ce879527720e69c4cfeb
8364,ACCIDENT 8364 - SHELL TELLUS S3 RELEASED FROM HOT STAB DUMMY VALVE LEAKAGE,CAUSED_BY,HOT STAB DUMMY VALVE,dccd6341370c7a65b0a36237c366b8ea0bad417d68234317d410f6e85b364198beeefb43c409ed104e3da909f589b9384c68a971d1a23f6ba683fd9c98a20736,3195e78c-6316-4d0b-952a-046b67577273,000a932c8823320a797119167df0448c01bc8fcb1e0b27de3d0289003768bb46f5a4bdcb908ffd17921147630d438f996d9dc42da927ce879527720e69c4cfeb
8390,"""ACCIDENT 8390 - SB-23/05/2022 FORKLIFT DENTED PARKING DELIVERY TRUCK""",INVOLVED,FORKLIFT,4f25cc38d97eee53a9f91f24a11687a5f22d3a4489c709ca01955d9ee1e0ea274c4e98a0724b22dd9d0317e6da96022367216d9f06a8dfee7887ec0bb8225ab6,46c2bfd7-beba-4438-b723-f33bd54b3dea,68d33432fe402adf8e8ec7f9520f21bef86b61ebbd7f9e570d7514b03e18a6b264c7b47218d61198f6099d3136b51cad17b80d1852da304a7ed15cd3531fcf43
8465,NEAR MISS 8465 - GIRONDO DE CASA DE TRABALHO,OCCURRED_AT,WORKPLACE SKANDINAVIA NITEROI RIO DE JANEIRO BRAZIL SOUTHERN AMERICA,70b031ee3c4cf1e2fdf0c0b68a29beb9b560fde045ba91cf016658f6d12b5db7d3daf450d7b4733b87d4227009dd2ad84628888c6f93490b27fddb3631794626,75475c48-1cdb-4c15-ba18-8e042b6c7017,43443bb9d01ce8baf4a91cd4d781f1a0b386c210f07c1128f8a7d6d9bd76b2a0dd83749a6a19a0427cc96c186f46028664a41bd965572dc9a7448c93188071f2
8465,NEAR MISS 8465 - GIRONDO DE CASA DE TRABALHO,CAUSED_BY,ANDAME MOUNTED ON WORKING ROAD STRUCTURE,70b031ee3c4cf1e2fdf0c0b68a29beb9b560fde045ba91cf016658f6d12b5db7d3daf450d7b4733b87d4227009dd2ad84628888c6f93490b27fddb3631794626,b7ab1011-a14b-412c-b998-87b7934ac478,43443bb9d01ce8baf4a91cd4d781f1a0b386c210f07c1128f8a7d6d9bd76b2a0dd83749a6a19a0427cc96c186f46028664a41bd965572dc9a7448c93188071f2
8465,NEAR MISS 8465 - GIRONDO DE CASA DE TRABALHO,REPORTED_DATE,2022-05-28,70b031ee3c4cf1e2fdf0c0b68a29beb9b560fde045ba91cf016658f6d12b5db7d3daf450d7b4733b87d4227009dd2ad84628888c6f93490b27fddb3631794626,d8c54ed0-0d09-45d8-addc-15e62dfbbbef,43443bb9d01ce8baf4a91cd4d781f1a0b386c210f07c1128f8a7d6d9bd76b2a0dd83749a6a19a0427cc96c186f46028664a41bd965572dc9a7448c93188071f2
8489,ACCIDENT 8489 - FENDER BEANER TRUCK BENDING CAR PICTURES ATLOVE STOP,INVOLVED,FRONT BRUSH GUARD,6eca14655ff31d23cfcb98f9db165c4a91c0b31926aaaeb270b58636e025b8ab813531effdddf43a814fb201a0d985c79c9e09dcb66e4bce9792e6658e247e22,d3fa00de-e481-4718-b57e-a8087a710b72,54dc23b6ae2ebcbd2d052cc845c16ec3957e1445728467cfcf13e48fc97b80603bd34070fe1960a1da16dbd53bf644efb0068ed163a1029776f0391eddb174b6
8489,ACCIDENT 8489 - FENDER BEANER TRUCK BENDING CAR PICTURES ATLOVE STOP,INVOLVED,CAR BESIDE THE TRANSPORTATION FACILITY LOVE STOP,6eca14655ff31d23cfcb98f9db165c4a91c0b31926aaaeb270b58636e025b8ab813531effdddf43a814fb201a0d985c79c9e09dcb66e4bce9792e6658e247e22,425c991c-e08b-4166-91ff-2c65672021b4,54dc23b6ae2ebcbd2d052cc845c16ec3957e1445728467cfcf13e48fc97b80603bd34070fe1960a1da16dbd53bf644efb0068ed163a1029776f0391eddb174b6
8667,ACCIDENT_324 - FORKLIFT DENTED PARKING DELIVERY TRUCK,OCCURRED_AT,2022-01-11,7a804f20297de4b7a2be4c5aac00d37614c2181a5195b2cf009edbb40abdc34ed12f7071168214ae36b964d9a37eebe67c13323a625880fa8a6fca7532a83774,2f3c07c3-118a-4f3e-bf66-63f7c37b4d44,bc8a4ce3737ef36566208f8beb2c592cc8cd05822302f65a1a323054a191482502f9d94f0c9ee162850022e57cc785c01e6ebd4584ca507542b3a8b68d5637e6
8667,DHL TRUCK,USED_IN,ACCIDENT_324 - FORKLIFT DENTED PARKING DELIVERY TRUCK,7a804f20297de4b7a2be4c5aac00d37614c2181a5195b2cf009edbb40abdc34ed12f7071168214ae36b964d9a37eebe67c13323a625880fa8a6fca7532a83774,0673f13f-4864-422e-a7c1-57307446f00d,bc8a4ce3737ef36566208f8beb2c592cc8cd05822302f65a1a323054a191482502f9d94f0c9ee162850022e57cc785c01e6ebd4584ca507542b3a8b68d5637e6
8667,NUSAJAYA CAMPUS 2,"INVOLVED
OCCURRED_AT",ACCIDENT_324 - FORKLIFT DENTED PARKING DELIVERY TRUCK,7a804f20297de4b7a2be4c5aac00d37614c2181a5195b2cf009edbb40abdc34ed12f7071168214ae36b964d9a37eebe67c13323a625880fa8a6fca7532a83774,e53ee5c3-4c76-4bdc-8823-07c0d0b90d6b,bc8a4ce3737ef36566208f8beb2c592cc8cd05822302f65a1a323054a191482502f9d94f0c9ee162850022e57cc785c01e6ebd4584ca507542b3a8b68d5637e6
8667,ACCIDENT_324 - FORKLIFT DENTED PARKING DELIVERY TRUCK,INVOLVED,FORKLIFT,7a804f20297de4b7a2be4c5aac00d37614c2181a5195b2cf009edbb40abdc34ed12f7071168214ae36b964d9a37eebe67c13323a625880fa8a6fca7532a83774,6a681ba5-afc5-4ea8-a3c3-9c04164e7bfc,bc8a4ce3737ef36566208f8beb2c592cc8cd05822302f65a1a323054a191482502f9d94f0c9ee162850022e57cc785c01e6ebd4584ca507542b3a8b68d5637e6
9367,ACCIDENT 9367 - FORKLIFT STRUCK PARKED DHL TRUCK,INVOLVED,"""20TON FORKLIFT DENTED PARKING DELIVERY TRUCK INVOLVED WITH EQUIPMENT AND ANOTHER INCIDENT_TYPE."" |><FORKLIFT",6181233f2908eeeedcd45d5fa8acf9e91a38b0d80110ce2db1701a44804dd8af9596d6417bfdd853ff7a77a6a54c67b33016299acc2da0a7e9d2cab4e2f20682,465f571e-4330-41b4-b363-947c2d8a8f6b,168bb636713d0c044e657cab9af6333fc6753423d67798a1a21e8a451da5d839e35822514229542195a8d579a533251665bfab9e66d995bcda4642354c94daf7
9367,ACCIDENT - ACCIDENT 324 - FORKLIFT DENTED TRUCK (SOURCE),EQUIPMENT-INVOLVED EQUIPMENT,FORKLIFT INVOLVED(TARGET),ad6682a84626a8e78b75286df562e655eb7cfeb281b594d70fb29464c7bb455c6c8fde39e9d456dc943ee745cc851829ddae3881bae44d03619d0da4ae573809,e19d7206-2182-4a77-9d10-2aa2372b48da,168bb636713d0c044e657cab9af6333fc6753423d67798a1a21e8a451da5d839e35822514229542195a8d579a533251665bfab9e66d995bcda4642354c94daf7
9700,ACCIDENT 9700 - DEEP STAR EQUIPMENT DAMAGE,USED_IN,550TE CRANE WHIPLINE CONTROL SYSTEM,d11d2d51a6daa9af2f23a9e463a54cf5593b1c719ddc0dc4708ae55e3273790e96c53d07ee4d8361f83274dfd90560fbdddaf3e43dfdda7b9c99efa36abf63d4,79d45b52-0b0e-478c-922a-157695f25771,9235e59a4796e925dcd869fd81c58a25038bc45ff97b6656fa0a517ed3ece56ab5f2175edf962e6fea226ccfe4cb6c7fe8ea7a0651590a4c48fe75cfb003de99
9712,NEAR MISS 9712 - DANO A CINTA DE IMAMENTO DURANTE MOVIMENTACAO DO ROLLING BRIDGE,CAUSED_BY,TAPE,1b642c76deb8830687cf9e37febfcb96c056897b46c92103d81bef06b662d01b133896804cce9f97a5547e942d90bdb064c31a04fa82f398a78aa7827653846e,aa1d4965-ca27-4984-a8ae-ed295dab1dba,ba0c3239f066632c636111adcfc20093c6b1e715b4e67261114c296a2cfe7784f3641b0ff14f9e825a58fcf75f1cb8cce72dc0e8050403dbdfa5144c3648b30c
9712,NEAR MISS 9712 - DANO A CINTA DE IMAMENTO DURANTE MOVIMENTACAO DO ROLLING BRIDGE,OCCURRED_AT,FASSUB INDUSTRIAL PLANT,1b642c76deb8830687cf9e37febfcb96c056897b46c92103d81bef06b662d01b133896804cce9f97a5547e942d90bdb064c31a04fa82f398a78aa7827653846e,932a8e15-9280-471c-9a0a-c6bb12305ae5,ba0c3239f066632c636111adcfc20093c6b1e715b4e67261114c296a2cfe7784f3641b0ff14f9e825a58fcf75f1cb8cce72dc0e8050403dbdfa5144c3648b30c
9781,NEAR MISS 9781 - MINOR NEAR MISS IN MANUAL HANDLING AT ICAD BASE WAREHOUSE,INVOLVED,WAREHOUSE OPERATOR,8600de2fcbd800547f0710c847c0234910d1fefdca9c58087c5a8e88e235172da6522cf233e7715b0dbf52f8216a15a54be9cb4ab06604a21c5e1bb9174da8aa,15eb0f66-8a75-49f9-80ac-8bf019f8b7e4,4073cf9c72963db6196a8a4c991592d401b824a0f31e102bea9783010f4ac27e6b669e9d3fee61586de0227d45b9889346a68212349aad2a64cf7edf9e18375a
9781,NEAR MISS 9781 - MINOR NEAR MISS IN MANUAL HANDLING AT ICAD BASE WAREHOUSE,REPORTED_DATE,2022-08-23,8600de2fcbd800547f0710c847c0234910d1fefdca9c58087c5a8e88e235172da6522cf233e7715b0dbf52f8216a15a54be9cb4ab06604a21c5e1bb9174da8aa,f842e384-dd5f-47c5-9ab8-46f6f6d14718,4073cf9c72963db6196a8a4c991592d401b824a0f31e102bea9783010f4ac27e6b669e9d3fee61586de0227d45b9889346a68212349aad2a64cf7edf9e18375a
9781,NEAR MISS 9781 - MINOR NEAR MISS IN MANUAL HANDLING AT ICAD BASE WAREHOUSE,OCCURRED_AT,"ABU DHABI SERVICE BASE, ABU DHABI, UAE",8600de2fcbd800547f0710c847c0234910d1fefdca9c58087c5a8e88e235172da6522cf233e7715b0dbf52f8216a15a54be9cb4ab06604a21c5e1bb9174da8aa,b49c6f94-f9b6-4f6f-8fdb-3dfeea955ce2,4073cf9c72963db6196a8a4c991592d401b824a0f31e102bea9783010f4ac27e6b669e9d3fee61586de0227d45b9889346a68212349aad2a64cf7edf9e18375a
11013,ACCIDENT 11013 - SECURITY OFFICER FALL AT GUARDHOUSE PERIMETER,INVOLVED,SECURITY OFFICER,4cacb0974472a44a67f3e0ea06cd90f4576318f5ab3323056ee112ffed1fcc306bbd40d461c955d0b2f8c172f65cebb7574c8be203ee86eaa61b6dba24e7aa53,4d513eed-c553-4b7f-bbe9-56dc58f599d0,1f429ea6a909bc5168579a82bf286ee93b1edf95db5679b7becab99151ae4c6505ee35deae3ae8c62c2a3967fbb8bf9d816894e46bb07fbc9b492ded7b9fb912
11013,ACCIDENT 11013 - SECURITY OFFICER FALL AT GUARDHOUSE PERIMETER,OCCURRED_AT,GUARDHOUSE PERIMETER,4cacb0974472a44a67f3e0ea06cd90f4576318f5ab3323056ee112ffed1fcc306bbd40d461c955d0b2f8c172f65cebb7574c8be203ee86eaa61b6dba24e7aa53,8a41a0a3-b08a-4727-bd46-562e0af39e6c,1f429ea6a909bc5168579a82bf286ee93b1edf95db5679b7becab99151ae4c6505ee35deae3ae8c62c2a3967fbb8bf9d816894e46bb07fbc9b492ded7b9fb912
11013,ACCIDENT 11013 - SECURITY OFFICER FALL AT GUARDHOUSE PERIMETER,OCCURRED_AT,2022-10-21,4cacb0974472a44a67f3e0ea06cd90f4576318f5ab3323056ee112ffed1fcc306bbd40d461c955d0b2f8c172f65cebb7574c8be203ee86eaa61b6dba24e7aa53,c4d740cc-6301-4670-9728-3cc6ed107d05,1f429ea6a909bc5168579a82bf286ee93b1edf95db5679b7becab99151ae4c6505ee35deae3ae8c62c2a3967fbb8bf9d816894e46bb07fbc9b492ded7b9fb912
11560,"""NEAR MISS 10923 - DROP OF PARTS AND FRAME FROM HEAVY FORKLIFT""",FORKLIFT USED IN THE ACCIDENT,<EQUIPMENT>,9329cdcb5cae3d7814838332d0cbc69380ad82ead335b3eb28420e56b3618670b531810ada1d8b99b4ce1e9e34f74eadd2d518f0502f818e0e3fd9e3c7f665c7,0dba92d9-48f1-4010-8dbe-62ae718872d2,046ddff7199e31444768cf14e7f88b4ccda87f832868a479923e423d620581e7a3b0554eaa2226a014a3c43a2ed8c425c2cb4c162ecdf20951dbb981bf5262d8
11560,"""NEAR MISS 10923 - DROP OF PARTS AND FRAME FROM HEAVY FORKLIFT""","RIGHT HAND
HAND / FINGER (side in description)",<BODY_PART>,9329cdcb5cae3d7814838332d0cbc69380ad82ead335b3eb28420e56b3618670b531810ada1d8b99b4ce1e9e34f74eadd2d518f0502f818e0e3fd9e3c7f665c7,2b1c76cc-cf85-43c3-816d-7fa912ddc9bf,046ddff7199e31444768cf14e7f88b4ccda87f832868a479923e423d620581e7a3b0554eaa2226a014a3c43a2ed8c425c2cb4c162ecdf20951dbb981bf5262d8
11560,"""NEAR MISS 10923 - DROP OF PARTS AND FRAME FROM HEAVY FORKLIFT""","""2022-01-25""",<DATE>,9329cdcb5cae3d7814838332d0cbc69380ad82ead335b3eb28420e56b3618670b531810ada1d8b99b4ce1e9e34f74eadd2d518f0502f818e0e3fd9e3c7f665c7,107f84d7-a584-48d5-8d6c-2ed8395ce5e6,046ddff7199e31444768cf14e7f88b4ccda87f832868a479923e423d620581e7a3b0554eaa2226a014a3c43a2ed8c425c2cb4c162ecdf20951dbb981bf5262d8
11560,"""NEAR MISS 11560 ACCIDENT""",CAUSED_BY,"<""ALIGNER"">|><""GUIDED LIFT TRUCK"">",9329cdcb5cae3d7814838332d0cbc69380ad82ead335b3eb28420e56b3618670b531810ada1d8b99b4ce1e9e34f74eadd2d518f0502f818e0e3fd9e3c7f665c7,01e2bda5-a454-4cd0-8a3f-1272ae2eddbd,046ddff7199e31444768cf14e7f88b4ccda87f832868a479923e423d620581e7a3b0554eaa2226a014a3c43a2ed8c425c2cb4c162ecdf20951dbb981bf5262d8
11560,"""NEAR MISS 10923 - DROP OF PARTS AND FRAME FROM HEAVY FORKLIFT""","RESULTED_IN
DROPPED PRY BAR ONTO EQUIPMENT OR HUMAN",<INCIDENT_TYPE>,9329cdcb5cae3d7814838332d0cbc69380ad82ead335b3eb28420e56b3618670b531810ada1d8b99b4ce1e9e34f74eadd2d518f0502f818e0e3fd9e3c7f665c7,8cca19ea-c23a-485c-b663-93ab1c539cc5,046ddff7199e31444768cf14e7f88b4ccda87f832868a479923e423d620581e7a3b0554eaa2226a014a3c43a2ed8c425c2cb4c162ecdf20951dbb981bf5262d8
12276,NEAR MISS 12276 - GANTRY CRANE HOOK DROP/MOITO EM PÓRTICO QUEDA,AFFECTED,MOITO EM PÓRTICO,a64e613aaefe1f20d8f188e932d2a6ab332caf09cc0623a011eafb990345d71892bcf6e7a169628b23e8bd9435417d7fb1b40d0bb5870a309188ba08ec72be5d,cb791832-1ce5-4089-b174-29686e08529d,66eb6c8bf90860c2eb90ab0da7a7073f704052556758596bd7e02cbcb523e34711d8204f99b670841b8ee37ec09a069eca65f80d16d2dd06b84d87932fb2cedf
12276,NEAR MISS 12276 - GANTRY CRANE HOOK DROP/MOITO EM PÓRTICO QUEDA,INVOLVED,GANTRY CLAVE,a64e613aaefe1f20d8f188e932d2a6ab332caf09cc0623a011eafb990345d71892bcf6e7a169628b23e8bd9435417d7fb1b40d0bb5870a309188ba08ec72be5d,89adb2e5-8e71-4fe0-9034-9b2702443441,66eb6c8bf90860c2eb90ab0da7a7073f704052556758596bd7e02cbcb523e34711d8204f99b670841b8ee37ec09a069eca65f80d16d2dd06b84d87932fb2cedf
12580,ACCIDENT 12580 - CAR ACCIDENT WITH CSG HEAD INSIDE BASE,AFFECTED,BLIND SPOT FOR DRIVER,8d38bcaf506d4823e262400d30428c13622c1c87bf604e9735c1137cfe0c0c03537a0699483619d366089dcf4593a264b234bd8318d2e9c7d8c0ef8522c123b4,262df786-2a8c-404c-9f11-c1cd64454c56,1c8e3e00e36e61bdc3d3ff66817e48a2ce281aee46381adc63cff7e863a9681c049124dd2a18d12a50ca01b0d64abd30ebc756bac6cb05405c321ad7b5f0d67e
12580,ACCIDENT 12580 - CAR ACCIDENT WITH CSG HEAD INSIDE BASE,INVOLVED,CSG HEAD,8d38bcaf506d4823e262400d30428c13622c1c87bf604e9735c1137cfe0c0c03537a0699483619d366089dcf4593a264b234bd8318d2e9c7d8c0ef8522c123b4,2feabdb2-fde4-47b2-8ff3-62cbcc9bc9c0,1c8e3e00e36e61bdc3d3ff66817e48a2ce281aee46381adc63cff7e863a9681c049124dd2a18d12a50ca01b0d64abd30ebc756bac6cb05405c321ad7b5f0d67e
12580,ACCIDENT 12580 - CAR ACCIDENT WITH CSG HEAD INSIDE BASE,OCCURRED_AT,2023-01-18,8d38bcaf506d4823e262400d30428c13622c1c87bf604e9735c1137cfe0c0c03537a0699483619d366089dcf4593a264b234bd8318d2e9c7d8c0ef8522c123b4,8125b8c6-a181-4772-b59b-d052e2ad0f28,1c8e3e00e36e61bdc3d3ff66817e48a2ce281aee46381adc63cff7e863a9681c049124dd2a18d12a50ca01b0d64abd30ebc756bac6cb05405c321ad7b5f0d67e
12580,ACCIDENT 12580 - CAR ACCIDENT WITH CSG HEAD INSIDE BASE,OCCURRED_AT,SURFACE MANUFACTURING AFTERMARKET & TRAINING FACILITY DHAREN,8d38bcaf506d4823e262400d30428c13622c1c87bf604e9735c1137cfe0c0c03537a0699483619d366089dcf4593a264b234bd8318d2e9c7d8c0ef8522c123b4,25a9ad56-e7e3-4598-b524-0f5fac3ba265,1c8e3e00e36e61bdc3d3ff66817e48a2ce281aee46381adc63cff7e863a9681c049124dd2a18d12a50ca01b0d64abd30ebc756bac6cb05405c321ad7b5f0d67e
12588,ACCIDENT 12588 - RWC FINGER PINCH DURING HANDLING WAG FOOT,USED_IN,MANIFOLD FOOT,7344604bb45a455749a682cdc4649e7a30896684f8a9c6036cec696f743dded308a38bfdebb2962e04f57af67d39eb20b68cb571e1fe4464a4041e83b21a8b04,584f9ed4-2666-4937-b244-b130168b6da1,66d1fe61a2e4af179342606d0868025cff973fefbe67c9c3635eaec540c94a870c485948a25429324093037587f3846f54c82d28bd82b49106b429103b482f30
