src,rel,dst,src_label,dst_label,row_id
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,10838
node:8987dddee8db0aa6,is,node:30b402df5de31446,criticality,2.0,10838
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,10838
node:b66ca7b81154bd22,is,node:ee7d7df4366777c2,value,1.0,10838
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,10838
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,10838
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,10838
node:1dc98cc9a40e5a79,is,node:eda229aab6a7cb97,date,00:00.0,10838
node:3e3f99d3a894ba6d,do,node:6208e31b72f4427b,Desprendimento da Lingada,OS 006000651658,10838
node:f02496fb1c3a429d,is,node:2f7c4aa700a4ecf3,title,Incidente,10838
node:3e3f99d3a894ba6d,do,node:22cdee0b0dc70a3c,Desprendimento da Lingada,Guindaste,10838
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,10838
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,10838
node:efb0833c3b6eb969,is,node:0a8aa232494d650c,specific Business Unit,Projects,10838
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,10838
node:9613588cae9c50d2,involved in,node:9e0a3afd66f4fadf,The General Business Unit,case,10838
node:9613588cae9c50d2,is,node:0a8aa232494d650c,The General Business Unit,Projects,10838
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,10838
node:5322bd41eb35fa05,is,node:379318551220b119,name,033316A001,10838
node:ace9b0eac87cb97b,name of is,node:379318551220b119,project,033316A001,10838
node:99ac13c2bb0f4fc7,is,node:9e65ab9ef645443f,client,PETROBRAS,10838
node:d9d10f1dc86defd4,is,node:562a614a62bfbd0f,case categorization,Standard Operating Procedures,10838
node:d9d10f1dc86defd4,is,node:3b6a4b81911bbbd9,case categorization,Operating Procedures,10838
node:beef3462beb17905,are,node:e43df9a07791cf5a,life rules,Safe Mechanical Lifting,10838
node:beef3462beb17905,are,node:70859b7f9205dc81,life rules,Safe Lifting,10838
node:ccc83dc829b0c87c,are,node:70859b7f9205dc81,life saving rules,Safe Lifting,10838
node:ccc83dc829b0c87c,are,node:e43df9a07791cf5a,life saving rules,Safe Mechanical Lifting,10838
node:9e0a3afd66f4fadf,was reported on,node:834c7e1ab2809cef,case,10/13/2022,10838
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,10838
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,10838
node:fd062c23cbff59ef,was,node:ee7d7df4366777c2,loss potential severity,1.0,10838
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,10838
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,10838
node:1dc98cc9a40e5a79,is,node:80d7b0958b4ad5e7,date,4/26/2024,10838
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,10838
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,10838
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,10838
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,10838
node:3dc2d5f80ef9d4ee,is,node:e32375a02bc4d9bf,operating center,UK Aberdeen,10838
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,10838
node:f59c096b3321a5ef,code of is,node:56141ee5e708ad58,incident,TFMC653,10838
node:2809263c1552cd5a,is,node:56141ee5e708ad58,location code,TFMC653,10838
node:63f36bae036b97cc,strapping down gate valves onto,node:075af8e4f78a948b,Employee,trailer,7945
node:63f36bae036b97cc,was assisting,node:e0fe21ad5409bc54,Employee,technician,7945
node:63f36bae036b97cc,strapping down,node:888ba8e4720d3de3,Employee,gate valves,7945
node:f5b142655b8cebda,was cranking ratchet down,node:a1be18c23320a08a,he,strap,7945
node:a1be18c23320a08a,striking,node:88d808278679f3b3,strap,employees finger on his left hand,7945
node:a1be18c23320a08a,striking,node:7d8919ecbe3cb979,strap,employees middle finger,7945
node:723350553259f567,finger on,node:5d0a9b82217d32c1,employees,his left hand,7945
node:723350553259f567,finger on,node:1e0d87bb56e3a67c,employees,his hand,7945
node:723350553259f567,middle finger on,node:5d0a9b82217d32c1,employees,his left hand,7945
node:a1be18c23320a08a,striking,node:52067ed4854b1ff3,strap,employees middle finger on his left hand,7945
node:f5b142655b8cebda,was cranking,node:702f66e94616202c,he,ratchet of tie,7945
node:a1be18c23320a08a,striking,node:8398a2a07285374b,strap,employees middle finger on his hand,7945
node:f5b142655b8cebda,was cranking,node:6d8f142e085ca675,he,ratchet,7945
node:a1be18c23320a08a,striking,node:35e4dadf106377bd,strap,employees finger,7945
node:a1be18c23320a08a,striking,node:82714911ba69e280,strap,employees finger on his hand,7945
node:f5b142655b8cebda,ratchet of,node:26e0692cde1b8d69,he,tie,7945
node:723350553259f567,middle finger on,node:1e0d87bb56e3a67c,employees,his hand,7945
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,7945
node:f65bceae9e1f5084,is,node:180f9ff29c9bccc1,description,Significant,7945
node:1a345cef2abea8d3,is,node:67f61e3da5145b1a,severity value,3.0,7945
node:94894d0480830370,description of is,node:1d051ddebb2afa7b,type,Frequency,7945
node:f65bceae9e1f5084,is Frequency of,node:f59c096b3321a5ef,description,incident,7945
node:f65bceae9e1f5084,is,node:1d051ddebb2afa7b,description,Frequency,7945
node:9e0a3afd66f4fadf,is,node:89c9e690f63d8de8,case,occur,7945
node:a187cb1c901af224,is in,node:f598c84bf2f1e3de,last 5 years,industry,7945
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,7945
node:8987dddee8db0aa6,is,node:498b3797c1ffeb8d,criticality,8.0,7945
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,7945
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,7945
node:1dc98cc9a40e5a79,is,node:eda229aab6a7cb97,date,00:00.0,7945
node:e65a4750b9490853,struck,node:95e2a09749bc04b2,2 ratchet,finger,7945
node:6d8f142e085ca675,struck,node:95e2a09749bc04b2,ratchet,finger,7945
node:afc97a12f07d4317,is,node:50ab6bc779fa9600,General Business Unit involved,Surface,7945
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,7945
node:9613588cae9c50d2,involved in,node:9e0a3afd66f4fadf,The General Business Unit,case,7945
node:efb0833c3b6eb969,is,node:3f49d0867da0801b,specific Business Unit,Surface Americas,7945
node:9613588cae9c50d2,is,node:3f49d0867da0801b,The General Business Unit,Surface Americas,7945
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,7945
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,7945
node:ace9b0eac87cb97b,name of is,node:9d03946d9feac5a3,project,022650G040,7945
node:5322bd41eb35fa05,is,node:9d03946d9feac5a3,name,022650G040,7945
node:99ac13c2bb0f4fc7,is,node:dced6ea9be60cf06,client,TECHNIPFMC PLC.,7945
node:9e0a3afd66f4fadf,was reported on,node:456e3670536b6365,case,4/19/2021,7945
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,7945
node:8045bc4ef3beffa2,is,node:4a8e93a758aa940d,status,Open,7945
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,7945
node:3dc2d5f80ef9d4ee,is,node:6258536d397e83f1,operating center,Qatar,7945
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,7945
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,7945
node:2809263c1552cd5a,is,node:be0f733490a489e1,location code,TFMC621,7945
node:f59c096b3321a5ef,code of is,node:be0f733490a489e1,incident,TFMC621,7945
node:8045bc4ef3beffa2,is,node:65dc49e7dc1b4917,status,Active,7945
node:0c76d48168c53002,were prepping,node:c2d6520a2b158108,TFMC personnel,WBRT assembly for upcoming run on aux rotary,17271
node:0c76d48168c53002,were prepping,node:d40dd8e41adff187,TFMC personnel,WBRT assembly for run on aux rotary,17271
node:0c76d48168c53002,were prepping,node:f3ca609add732918,TFMC personnel,WBRT assembly for run,17271
node:08c43b09e725c968,for assembly is,node:f547098ae41ef416,upcoming run,P150372,17271
node:0c76d48168c53002,were prepping,node:f8955f3220108bba,TFMC personnel,WBRT assembly for upcoming run,17271
node:0c76d48168c53002,were prepping WBRT assembly On,node:ad4b5a4223b67f7d,TFMC personnel,October 4,17271
node:0c76d48168c53002,were prepping,node:837e9c0cc676006c,TFMC personnel,WBRT assembly,17271
node:0c76d48168c53002,were prepping,node:f547098ae41ef416,TFMC personnel,P150372,17271
node:6ea7e74cb356df85,was making up,node:f3939c28e5c46769,rig,two pups,17271
node:6ea7e74cb356df85,was making up,node:ee18397af9b142ba,rig,two pups below tool,17271
node:ce964b643f88df9d,noticed,node:f14dbb27228ebf4b,TSP,indicator lines on body aligned,17271
node:ce964b643f88df9d,noticed,node:532691d934ec74df,TSP,indicator lines on body of tool,17271
node:ce964b643f88df9d,noticed,node:02e874c94e7a111e,TSP,painted indicator lines on main body of tool,17271
node:ce964b643f88df9d,noticed,node:ab2c9b867effd871,TSP,indicator lines on body of tool aligned with rest,17271
node:ce964b643f88df9d,noticed,node:ad57bb6174b59387,TSP,painted indicator lines on body of tool aligned,17271
node:ce964b643f88df9d,noticed,node:6e9b71bca0faf2ae,TSP,painted indicator lines on body aligned with rest,17271
node:ce964b643f88df9d,noticed,node:f02f3fd6a6e35d1a,TSP,painted indicator lines aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:6ef8f7ee0d77dbce,TSP,indicator lines on main body of tool aligned,17271
node:ce964b643f88df9d,noticed,node:b6dc9f2d3dfd90bd,TSP,indicator lines on main body aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:afca46ef78df9c21,TSP,indicator lines on body,17271
node:ce964b643f88df9d,noticed,node:7a67aa1e59b3dd61,TSP,indicator lines on body of tool aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:d399c3b03f55543a,TSP,painted indicator lines on body of tool aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:29e2c9d0e507ea1a,TSP,indicator lines on main body aligned with rest,17271
node:ce964b643f88df9d,noticed,node:ffd9ead4dacbdcb1,TSP,painted indicator lines on main body of tool aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:1d815892a68c7bf2,TSP,painted indicator lines,17271
node:ce964b643f88df9d,noticed,node:bcc2fceae157de8e,TSP,painted indicator lines on main body aligned,17271
node:ce964b643f88df9d,noticed,node:9cd89d60bd5519de,TSP,painted indicator lines on body aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:db2db4b1728ba046,TSP,indicator lines aligned with rest,17271
node:ce964b643f88df9d,noticed,node:907afd8b0a15cc60,TSP,painted indicator lines on body of tool,17271
node:ce964b643f88df9d,noticed,node:39a780fa783e913e,TSP,indicator lines on main body of tool,17271
node:ce964b643f88df9d,noticed,node:53efc997d0e0982c,TSP,painted indicator lines aligned,17271
node:ce964b643f88df9d,noticed,node:738bc30eee40f856,TSP,indicator lines on main body of tool aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:cb75a44b5164c7f5,TSP,indicator lines on main body aligned,17271
node:ce964b643f88df9d,noticed,node:a1e910da26a44e4f,TSP,painted indicator lines on main body,17271
node:ce964b643f88df9d,noticed,node:9fe7320db72b8fdf,TSP,painted indicator lines on main body aligned with rest,17271
node:ce964b643f88df9d,noticed,node:60102d1f593dc823,TSP,indicator lines on body aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:5fcb688099f11200,TSP,indicator lines on main body,17271
node:ce964b643f88df9d,noticed,node:3b3d201bf2835040,TSP,painted indicator lines on body aligned,17271
node:ce964b643f88df9d,noticed,node:16f6bd39638fabed,TSP,painted indicator lines aligned with rest,17271
node:ce964b643f88df9d,noticed,node:770b4f129aad1601,TSP,indicator lines,17271
node:ce964b643f88df9d,noticed,node:ed98f2610d25c8a2,TSP,painted indicator lines on body of tool aligned with rest,17271
node:ce964b643f88df9d,noticed,node:5ff34a4dce38e654,TSP,indicator lines on main body of tool aligned with rest,17271
node:ce964b643f88df9d,noticed,node:cedd7c3d0e2adfa9,TSP,painted indicator lines on main body aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:d9abf65c00b736c3,TSP,indicator lines on body of tool aligned,17271
node:ce964b643f88df9d,noticed,node:d7f3fd38d9da0526,TSP,indicator lines aligned with rest of tool,17271
node:ce964b643f88df9d,noticed,node:bf1cddbf7f1f403c,TSP,indicator lines on body aligned with rest,17271
node:ce964b643f88df9d,noticed,node:78dc5b1024b97e01,TSP,painted indicator lines on main body of tool aligned with rest,17271
node:ce964b643f88df9d,noticed,node:3add3902c5cd0569,TSP,indicator lines aligned,17271
node:ce964b643f88df9d,noticed,node:510631a908c14501,TSP,painted indicator lines on main body of tool aligned,17271
node:ce964b643f88df9d,noticed,node:a65cf838b4b3a1d4,TSP,painted indicator lines on body,17271
node:ce964b643f88df9d,notified,node:cec6d5e5de3365ef,TSP,driller,17271
node:ca94ea06c65a3430,re-align,node:39324f2686a7e230,tools,running tool,17271
node:ca94ea06c65a3430,re-align,node:4c8982cec4e8afeb,tools,tool,17271
node:6ea7e74cb356df85,returning to,node:d824da567cfe247d,rig,rig floor,17271
node:6ea7e74cb356df85,had attempted,node:87072f3989f7ba1f,rig,returning,17271
node:6ea7e74cb356df85,lift,node:3ed94926b7ffb996,rig,assembly,17271
node:6ea7e74cb356df85,had attempted,node:842a8ddfa32c3cd6,rig,returning to rig floor,17271
node:379ddb282d0b61e6,lifted,node:3ed94926b7ffb996,they,assembly,17271
node:f7abaf52ca54d835,were cleared from,node:9d229dbe6218f96e,personnel,zone,17271
node:f7abaf52ca54d835,were,node:8e72bcf1f0d540e4,personnel,At point cleared from red zone on rig floor,17271
node:f7abaf52ca54d835,were cleared from,node:8c89001897bc6b88,personnel,red zone on rig floor,17271
node:f7abaf52ca54d835,were,node:b633e87520069f26,personnel,At point cleared from red zone,17271
node:f7abaf52ca54d835,were cleared from,node:d13ea70b6533307a,personnel,red zone,17271
node:f7abaf52ca54d835,were cleared At,node:a91e5213fb27edb2,personnel,point,17271
node:f7abaf52ca54d835,were,node:4299431031d9169e,personnel,At point cleared from zone on rig floor,17271
node:f7abaf52ca54d835,were cleared from,node:db40c42f952f9e7d,personnel,zone on rig floor,17271
node:f7abaf52ca54d835,were,node:5f8bb5c02966911f,personnel,cleared,17271
node:f7abaf52ca54d835,were,node:737baf47acf36a95,personnel,At point cleared from zone,17271
node:3ff1c5bf8aefc4c6,stab back with,node:059e174257e4a01f,all personnel,upper mandrel,17271
node:3ff1c5bf8aefc4c6,stab back into,node:c1a604e8cfd644ff,all personnel,body,17271
node:3ff1c5bf8aefc4c6,attempted,node:1e612a0c52ff958a,all personnel,stab back with upper mandrel,17271
node:3ff1c5bf8aefc4c6,attempted,node:e719f2ab375d03a5,all personnel,stab into body,17271
node:3ff1c5bf8aefc4c6,attempted,node:3da3d6d8611b63d4,all personnel,stab with mandrel,17271
node:3ff1c5bf8aefc4c6,stab into,node:c1a604e8cfd644ff,all personnel,body,17271
node:3ff1c5bf8aefc4c6,stab with,node:059e174257e4a01f,all personnel,upper mandrel,17271
node:3ff1c5bf8aefc4c6,attempted,node:7db3304ad5422700,all personnel,stab back into body with upper mandrel,17271
node:3ff1c5bf8aefc4c6,attempted,node:d3d9c6d7440aefbb,all personnel,stab back into body with mandrel,17271
node:3ff1c5bf8aefc4c6,attempted,node:f9d390e62420b362,all personnel,stab back,17271
node:3ff1c5bf8aefc4c6,attempted,node:6a400044445c6cec,all personnel,stab,17271
node:3ff1c5bf8aefc4c6,stab with,node:a0d552d5bfd548f7,all personnel,mandrel,17271
node:3ff1c5bf8aefc4c6,stab back with,node:a0d552d5bfd548f7,all personnel,mandrel,17271
node:3ff1c5bf8aefc4c6,attempted,node:c99a0fc43b56d8a4,all personnel,stab into body with upper mandrel,17271
node:3ff1c5bf8aefc4c6,attempted,node:c2fc1fa77b0ebf64,all personnel,stab back into body,17271
node:3ff1c5bf8aefc4c6,attempted,node:a7abdf4f2736a841,all personnel,stab back with mandrel,17271
node:3ff1c5bf8aefc4c6,attempted,node:f42814337575fbde,all personnel,stab with upper mandrel,17271
node:3ff1c5bf8aefc4c6,attempted,node:a433a6dead88df4d,all personnel,stab into body with mandrel,17271
node:c1a604e8cfd644ff,dropped,node:5b41aee5f1691082,body,approximately 20-25 feet,17271
node:c1a604e8cfd644ff,fell off,node:3ed94926b7ffb996,body,assembly,17271
node:ae8f2cc452f5396e,is with,node:c1a604e8cfd644ff,contact,body,17271
node:a0d552d5bfd548f7,made,node:ae8f2cc452f5396e,mandrel,contact,17271
node:059e174257e4a01f,made,node:ae8f2cc452f5396e,upper mandrel,contact,17271
node:a0d552d5bfd548f7,made,node:fe8fb4b61c184ca2,mandrel,contact with body,17271
node:059e174257e4a01f,made,node:fe8fb4b61c184ca2,upper mandrel,contact with body,17271
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,17271
node:f65bceae9e1f5084,is,node:7cd31340dfaeb57a,description,Substantial,17271
node:1a345cef2abea8d3,is,node:c5c11887218b0e4c,severity value,4.0,17271
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,17271
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,17271
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,17271
node:b66ca7b81154bd22,is,node:c5c11887218b0e4c,value,4.0,17271
node:8987dddee8db0aa6,is,node:3e5cccbb5559d304,criticality,64.0,17271
node:6ad8136021b8f634,is,node:bf61f6b760d00a1c,risk color,Red,17271
node:b66ca7b81154bd22,is,node:ecbe613e47a50e47,value,16.0,17271
node:6ad8136021b8f634,is,node:18769c6ca5c2e6a5,risk color,Yellow,17271
node:688608fa38c6d97c,is,node:18769c6ca5c2e6a5,mitigated risk color,Yellow,17271
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,17271
node:1dc98cc9a40e5a79,is,node:e27a19e526d101f1,date,45:00.0,17271
node:f02496fb1c3a429d,is,node:dedd34c9e1f40171,title,Equipment Damage _ Drilling YT-2P06-Noble Tom Madden,17271
node:f02496fb1c3a429d,is,node:62f235f55e75dc82,title,Equipment Damage _ Drilling Tom Madden,17271
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,17271
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,17271
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,17271
node:efb0833c3b6eb969,is,node:0efe3aa51493aa54,specific Business Unit,Services,17271
node:9613588cae9c50d2,involved in,node:9e0a3afd66f4fadf,The General Business Unit,case,17271
node:9613588cae9c50d2,is,node:0efe3aa51493aa54,The General Business Unit,Services,17271
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,17271
node:5322bd41eb35fa05,is,node:1d74ee50c3e1d200,name,NA,17271
node:99ac13c2bb0f4fc7,is,node:dced6ea9be60cf06,client,TECHNIPFMC PLC.,17271
node:d9d10f1dc86defd4,is Stored,node:22a5fa4913682056,case categorization,energy,17271
node:f4fb9429ef1c1c5d,is,node:498ad4edc5f576ac,work process,Engineering-Equipment Onshore Offshore,17271
node:beef3462beb17905,are Line of,node:e750fd61f3fffbc8,life rules,Fire,17271
node:beef3462beb17905,are,node:5da22bd0f1da454f,life rules,Line,17271
node:ccc83dc829b0c87c,are,node:5da22bd0f1da454f,life saving rules,Line,17271
node:ccc83dc829b0c87c,are Line of,node:e750fd61f3fffbc8,life saving rules,Fire,17271
node:9e0a3afd66f4fadf,was reported on,node:dd5b7eb9135e83b1,case,10/4/2023,17271
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,17271
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,17271
node:fd062c23cbff59ef,was,node:c5c11887218b0e4c,loss potential severity,4.0,17271
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,17271
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,17271
node:1dc98cc9a40e5a79,is,node:14e0fbf27f3235ca,date,4/17/2024,17271
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,17271
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,17271
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,17271
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,17271
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,17271
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,17271
node:2809263c1552cd5a,is,node:1efadbe2354af1d0,location code,TFMC685,17271
node:f59c096b3321a5ef,code of is,node:1efadbe2354af1d0,incident,TFMC685,17271
node:8045bc4ef3beffa2,is,node:65dc49e7dc1b4917,status,Active,17271
node:18f5cf4aa2fad86b,maneuvering around,node:8401a161932f7322,part,corner,18244
node:18f5cf4aa2fad86b,fallen on,node:c63a6968f1b169bb,part,floor,18244
node:18f5cf4aa2fad86b,thus fallen on,node:c63a6968f1b169bb,part,floor,18244
node:18f5cf4aa2fad86b,maneuvering around,node:c5d64b7c077593db,part,corner on shop floor,18244
node:c660adaad244a17c,is in,node:49b0534a1ea2b7cc,critical sealing face,now fully tolerance,18244
node:218f0433b2f47ccb,is in,node:49b0534a1ea2b7cc,sealing face,now fully tolerance,18244
node:18f5cf4aa2fad86b,has,node:99f55c52e125b3e7,part,has re-machined,18244
node:18f5cf4aa2fad86b,has,node:f9fc8fa5db4ec6a1,part,has re-machined over weekend,18244
node:218f0433b2f47ccb,is in,node:8767df9f12b23459,sealing face,fully tolerance,18244
node:c660adaad244a17c,is in,node:1892b1d96b790f50,critical sealing face,now tolerance,18244
node:1fa2099e62b26a6c,is in,node:49b0534a1ea2b7cc,face,now fully tolerance,18244
node:1fa2099e62b26a6c,is in,node:8767df9f12b23459,face,fully tolerance,18244
node:fd1423f8cdb18ee4,is in,node:1892b1d96b790f50,critical face,now tolerance,18244
node:218f0433b2f47ccb,conforms,node:75d94e4b5bbbc42c,sealing face,spec,18244
node:18f5cf4aa2fad86b,has,node:94c3b76251d314f8,part,has re-machined internally over weekend,18244
node:fd1423f8cdb18ee4,conforms,node:75d94e4b5bbbc42c,critical face,spec,18244
node:fd1423f8cdb18ee4,is in,node:93d9c7f1d054393f,critical face,tolerance,18244
node:c660adaad244a17c,is in,node:93d9c7f1d054393f,critical sealing face,tolerance,18244
node:c660adaad244a17c,conforms,node:75d94e4b5bbbc42c,critical sealing face,spec,18244
node:1fa2099e62b26a6c,is in,node:93d9c7f1d054393f,face,tolerance,18244
node:fd1423f8cdb18ee4,is in,node:8767df9f12b23459,critical face,fully tolerance,18244
node:fd1423f8cdb18ee4,is in,node:49b0534a1ea2b7cc,critical face,now fully tolerance,18244
node:1fa2099e62b26a6c,conforms,node:75d94e4b5bbbc42c,face,spec,18244
node:18f5cf4aa2fad86b,has,node:79460cb49cf47c11,part,has re-machined internally,18244
node:c660adaad244a17c,is in,node:8767df9f12b23459,critical sealing face,fully tolerance,18244
node:218f0433b2f47ccb,is in,node:1892b1d96b790f50,sealing face,now tolerance,18244
node:218f0433b2f47ccb,is in,node:93d9c7f1d054393f,sealing face,tolerance,18244
node:1fa2099e62b26a6c,is in,node:1892b1d96b790f50,face,now tolerance,18244
node:930372da88246164,have re-performed,node:1090295dad55cf6d,Supplier,NDT,18244
node:930372da88246164,have also re-performed,node:1090295dad55cf6d,Supplier,NDT,18244
node:97e7789ff5cae19d,has,node:697866ea6e135aab,side,has dressed,18244
node:97e7789ff5cae19d,has,node:46b1e1193f26d44f,side,has dressed back,18244
node:31293efe993c24ad,type of is,node:1c1b1bd9d2192d38,impact,Damage,18244
node:94894d0480830370,is,node:1c1b1bd9d2192d38,type,Damage,18244
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,18244
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,18244
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,18244
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,18244
node:9e0a3afd66f4fadf,is,node:89c9e690f63d8de8,case,occur,18244
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,18244
node:8987dddee8db0aa6,is,node:498b3797c1ffeb8d,criticality,8.0,18244
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,18244
node:b66ca7b81154bd22,is,node:c5c11887218b0e4c,value,4.0,18244
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,18244
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,18244
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,18244
node:af37b94b74201925,is,node:9ad3d4a5e8996f90,time,10:00.0,18244
node:f02496fb1c3a429d,is,node:eefd4545375bc4b7,title,Non-TFMC owned,18244
node:f02496fb1c3a429d,is,node:99dc7580275a4ae5,title,owned,18244
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,18244
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,18244
node:efb0833c3b6eb969,is,node:0a8aa232494d650c,specific Business Unit,Projects,18244
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,18244
node:9613588cae9c50d2,involved in,node:9e0a3afd66f4fadf,The General Business Unit,case,18244
node:9613588cae9c50d2,is,node:0a8aa232494d650c,The General Business Unit,Projects,18244
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,18244
node:ace9b0eac87cb97b,name of is,node:2a7dc255aa639348,project,YELLOWTAIL FLEXIBLES-PO4,18244
node:5322bd41eb35fa05,is,node:2a7dc255aa639348,name,YELLOWTAIL FLEXIBLES-PO4,18244
node:99ac13c2bb0f4fc7,is,node:b0b11a9800fdec2f,client,FREUDENBERG FLOW TECHNOLOGIES LIMITED,18244
node:d9d10f1dc86defd4,is Stored,node:22a5fa4913682056,case categorization,energy,18244
node:f4fb9429ef1c1c5d,is,node:cd645485f0892b3a,work process,Manufacturing-Assembly,18244
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,18244
node:9e0a3afd66f4fadf,was reported on,node:ba66746e54c62042,case,11/13/2023,18244
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,18244
node:fd062c23cbff59ef,was,node:30b402df5de31446,loss potential severity,2.0,18244
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,18244
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,18244
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,18244
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,18244
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,18244
node:3dc2d5f80ef9d4ee,is,node:d12aa20bcd88a452,operating center,TPFMCUSA,18244
node:2809263c1552cd5a,is,node:fd628f49c74f57cc,location code,TFMC609,18244
node:f59c096b3321a5ef,code of is,node:fd628f49c74f57cc,incident,TFMC609,18244
