is_match,type,title_l,title_r,score,nums_l,nums_r,num_jaccard,num_mismatch,risk_score
0,LOCATION,Building 3,Building 13,0.9524,3,13,0,TRUE,5.041
0,LOCATION,Building 6,Building 16,0.9524,6,16,0,TRUE,5.041
1,EQUIPMENT,man lift,manlift,0.9333,,,1,FALSE,5.036
0,EQUIPMENT,compressor,compressor 3,0.9091,,3,0,FALSE,5.036
1,EQUIPMENT,overhead crane,over head crane,0.9655,,,1,FALSE,5.036
1,EQUIPMENT,compressor,compress,0.8889,,,1,FALSE,5.016
0,INJURY_TYPE,minor laceration,laceration,1,,,1,FALSE,5.011
0,LOCATION,KP 19,KP 149,0.9091,19,149,0,TRUE,4.988
0,LOCATION,KP 19,KP 179,0.9091,19,179,0,TRUE,4.988
0,LOCATION,KP 19,KP 169,0.9091,19,169,0,TRUE,4.988
0,LOCATION,KP 19,KP 139,0.9091,19,139,0,TRUE,4.988
0,LOCATION,KP 109,KP 19,0.9091,109,19,0,TRUE,4.988
1,EQUIPMENT,PPE,PPEs,1,,,1,FALSE,4.977
0,EQUIPMENT,crane 1,crane 3,0.8571,1,3,0,TRUE,4.969
0,EQUIPMENT,ROV XLX74,ROV XLX70,0.8889,74,70,0,TRUE,4.968
0,EQUIPMENT,ROV XLX75,ROV XLX70,0.8889,75,70,0,TRUE,4.968
0,EQUIPMENT,ROV xlx93,ROV XLX43,0.8889,93,43,0,TRUE,4.968
1,EQUIPMENT,excavator,excavators,1,,,1,FALSE,4.963
0,EQUIPMENT,Thruster 5,Thruster 3,0.9,5,3,0,TRUE,4.946
1,EQUIPMENT,safety glasses,safety glass,0.96,,,1,FALSE,4.943
0,EQUIPMENT,SP17 machine,SP18 machine,0.9167,17,18,0,TRUE,4.912
0,EQUIPMENT,trailer,trainers,0.8571,,,1,FALSE,4.902
0,INJURY_TYPE,minor cut,cut,1,,,1,FALSE,4.898
0,INJURY_TYPE,minor laceration,lacerating,0.9,,,1,FALSE,4.892
0,EQUIPMENT,fire extinguisher,Fire extinguisher point,0.85,,,1,FALSE,4.882
0,INJURY_TYPE,pain,severe pain,1,,,1,FALSE,4.875
0,EQUIPMENT,Crane 2,crane 3,0.8571,2,3,0,TRUE,4.874
0,EQUIPMENT,ROV XLX 94,ROV TXLX 43,0.8571,94,43,0,TRUE,4.874
0,EQUIPMENT,compressor,"Compressor ""A",0.8696,,,1,FALSE,4.855
0,INJURY_TYPE,pain,minor pain,1,,,1,FALSE,4.852
0,EQUIPMENT,generator,generator 1,0.9,,1,0,FALSE,4.85
0,INJURY_TYPE,pain,slight pain,1,,,1,FALSE,4.844
1,EQUIPMENT,manlift,man-lift,0.9333,,,1,FALSE,4.841
0,EQUIPMENT,ROV XLX74,ROV XLX49,0.8889,74,49,0,TRUE,4.835
0,EQUIPMENT,ROV XLX74,ROV XLX44,0.8889,74,44,0,TRUE,4.835
0,EQUIPMENT,Crane #2,crane #1,0.875,2,1,0,TRUE,4.829
0,EQUIPMENT,crane #7,Crane #2,0.875,7,2,0,TRUE,4.829
0,EQUIPMENT,class 4 torque tool,class 7 torque tool,0.9474,4,7,0,TRUE,4.829
0,EQUIPMENT,generator,Generator 5,0.9,,5,0,FALSE,4.829
0,EQUIPMENT,compressor,"compressor ""B",0.8696,,,1,FALSE,4.823
0,INJURY_TYPE,small cut,cut,1,,,1,FALSE,4.812
0,INJURY_TYPE,pain,small pain,1,,,1,FALSE,4.812
1,INJURY_TYPE,pain,pains,1,,,1,FALSE,4.812
0,INJURY_TYPE,pain,mild pains,1,,,1,FALSE,4.812
0,INJURY_TYPE,pain,mild pain,1,,,1,FALSE,4.812
0,EQUIPMENT,generator,Generator 6,0.9,,6,0,FALSE,4.807
0,EQUIPMENT,generator,Generator 4,0.9,,4,0,FALSE,4.807
0,INJURY_TYPE,laceration,small laceration,1,,,1,FALSE,4.796
1,INJURY_TYPE,laceration,lacerations,1,,,1,FALSE,4.796
1,EQUIPMENT,man lift,man-lift,0.875,,,1,FALSE,4.793
0,EQUIPMENT,SP17 machine,SP10 machine,0.9167,17,10,0,TRUE,4.779
0,EQUIPMENT,SP17 machine,SP13 machine,0.9167,17,13,0,TRUE,4.779
0,INJURY_TYPE,cut,minor cut injury,1,,,1,FALSE,4.771
0,EQUIPMENT,XLX 126,XLX 127,0.8571,126,127,0,TRUE,4.768
1,INJURY_TYPE,fracture,fractured,0.9412,,,1,FALSE,4.762
1,INJURY_TYPE,closed fracture,Closure fracture,0.9032,,,1,FALSE,4.752
1,INJURY_TYPE,laceration,laceration injury,1,,,1,FALSE,4.736
0,EQUIPMENT,generator 1,Generator 5,0.9091,1,5,0,TRUE,4.701
0,INJURY_TYPE,injury,minor injury,1,,,1,FALSE,4.691
1,EQUIPMENT,overhead crane,overhead cranes,1,,,1,FALSE,4.691
0,INJURY_TYPE,laceration,superficial laceration,1,,,1,FALSE,4.682
0,EQUIPMENT,ROV xlx93,ROV XLX49,0.8889,93,49,0,TRUE,4.681
0,INJURY_TYPE,contusion,minor contusion,1,,,1,FALSE,4.673
1,EQUIPMENT,fire extinguisher,fire extinguish-er,0.9714,,,1,FALSE,4.668
0,INJURY_TYPE,laceration,deep laceration,1,,,1,FALSE,4.663
0,INJURY_TYPE,laceration,minor lacerations,1,,,1,FALSE,4.654
0,EQUIPMENT,XLX 126,XLX 106,0.8571,126,106,0,TRUE,4.65
0,INJURY_TYPE,laceration,minor superficial laceration,1,,,1,FALSE,4.644
1,INJURY_TYPE,minor cut,small cut,1,,,1,FALSE,4.644
1,INJURY_TYPE,contusion,contusions,1,,,1,FALSE,4.644
0,INJURY_TYPE,laceration,mild superficial laceration,1,,,1,FALSE,4.644
0,INJURY_TYPE,laceration,small laceration injury,1,,,1,FALSE,4.644
1,EQUIPMENT,fork lift,fork-lift,0.8889,,,1,FALSE,4.627
1,EQUIPMENT,fire extinguisher,Fire extinguishers,1,,,1,FALSE,4.625
1,EQUIPMENT,reel,reels,1,,,1,FALSE,4.615
0,EQUIPMENT,Thruster 7,Thruster 6,0.9,7,6,0,TRUE,4.609
0,EQUIPMENT,ROV UHD 18,ROV UHD 61,0.9,18,61,0,TRUE,4.609
0,EQUIPMENT,thruster 1,Thruster 6,0.9,1,6,0,TRUE,4.609
0,EQUIPMENT,Thruster 7,thruster 1,0.9,7,1,0,TRUE,4.609
0,EQUIPMENT,class 4 torque tool,class 6 Torque tool,0.9474,4,6,0,TRUE,4.605
1,INJURY_TYPE,minor cut,minor cut injury,1,,,1,FALSE,4.595
1,INJURY_TYPE,contusion,contusion injury,1,,,1,FALSE,4.585
0,INJURY_TYPE,contusion,severe contusion,1,,,1,FALSE,4.585
0,EQUIPMENT,fork lift,Forklift1,0.8889,,1,0,FALSE,4.578
1,EQUIPMENT,fork lift,forkloift,0.8889,,,1,FALSE,4.578
1,INJURY_TYPE,bruise,Bruised,0.9231,,,1,FALSE,4.576
0,INJURY_TYPE,contusion,slight contusion,1,,,1,FALSE,4.575
0,INJURY_TYPE,contusion,Minor contusions,1,,,1,FALSE,4.575
0,INJURY_TYPE,injury,superficial injury,1,,,1,FALSE,4.575
0,INJURY_TYPE,contusion,small contusion,1,,,1,FALSE,4.575
1,EQUIPMENT,forks,fork,1,,,1,FALSE,4.575
1,EQUIPMENT,manlift,man –lift,0.875,,,1,FALSE,4.557
1,EQUIPMENT,sling,slings,1,,,1,FALSE,4.554
0,EQUIPMENT,compressor A,Compressor B,0.9167,,,1,FALSE,4.547
1,EQUIPMENT,gloves,glove,1,,,1,FALSE,4.533
0,INJURY_TYPE,superficial cut,cut,1,,,1,FALSE,4.533
0,EQUIPMENT,generator 1,Generator 6,0.9091,1,6,0,TRUE,4.518
0,EQUIPMENT,generator 1,Generator 4,0.9091,1,4,0,TRUE,4.518
0,EQUIPMENT,ROV XLX 117,ROV XLX 116,0.9091,117,116,0,TRUE,4.518
0,EQUIPMENT,ROV XLX 93,ROV TXLX 43,0.8571,93,43,0,TRUE,4.517
0,EQUIPMENT,Thruster 5,Thruster #1,0.8571,5,1,0,TRUE,4.517
1,EQUIPMENT,man lift,Man Lifter,0.8889,,,1,FALSE,4.5
0,INJURY_TYPE,injury,severe injury,1,,,1,FALSE,4.5
0,EQUIPMENT,ROV XLX43,ROV XLX49,0.8889,43,49,0,TRUE,4.498
0,EQUIPMENT,ROV XLX43,ROV XLX44,0.8889,43,44,0,TRUE,4.498
0,EQUIPMENT,XLX74 ROV,XLX75 ROV,0.8889,74,75,0,TRUE,4.498
1,INJURY_TYPE,cut,cut injury,1,,,1,FALSE,4.489
0,INJURY_TYPE,injury,small injury,1,,,1,FALSE,4.489
1,INJURY_TYPE,small cut,minor cut injury,1,,,1,FALSE,4.477
0,INJURY_TYPE,injury,slight injury,1,,,1,FALSE,4.477
0,INJURY_TYPE,injury,small superficial injury,1,,,1,FALSE,4.477
0,INJURY_TYPE,minor laceration,laceranting injury,0.8571,,,1,FALSE,4.463
1,EQUIPMENT,trolley,trolly,0.9231,,,1,FALSE,4.433
1,INJURY_TYPE,cut,cuts,1,,,1,FALSE,4.431
0,INJURY_TYPE,cut,small cut injury,1,,,1,FALSE,4.419
1,EQUIPMENT,pump,pumps,1,,,1,FALSE,4.419
1,EQUIPMENT,fork lift,forklifts,0.9412,,,1,FALSE,4.417
1,EQUIPMENT,pipe,pipet,0.8889,,,1,FALSE,4.415
0,EQUIPMENT,generator 1047,generator 1,0.88,1047,1,0,TRUE,4.409
1,EQUIPMENT,cherry picker,cheery picker,0.9231,,,1,FALSE,4.407
1,EQUIPMENT,cable tray,cable track,0.8571,,,1,FALSE,4.4
0,EQUIPMENT,ROV XLX 85,ROV XLX 84,0.9,85,84,0,TRUE,4.386
0,EQUIPMENT,ROV XLX106,ROV XLX107,0.9,106,107,0,TRUE,4.386
0,EQUIPMENT,Train 3 compressor B,Train 1 Compressor A,0.9,3,1,0,TRUE,4.386
0,EQUIPMENT,ROV XLX16,ROV XLX 116,0.9,16,116,0,TRUE,4.386
0,EQUIPMENT,Train 2 Compressor A,Train 3 compressor B,0.9,2,3,0,TRUE,4.386
0,EQUIPMENT,Thruster 3,thruster 1,0.9,3,1,0,TRUE,4.386
1,EQUIPMENT,side-boom,side boom,0.8889,,,1,FALSE,4.386
0,EQUIPMENT,Thruster 7,Thruster 3,0.9,7,3,0,TRUE,4.386
0,EQUIPMENT,ROV XLX107,ROV XLX127,0.9,107,127,0,TRUE,4.386
0,EQUIPMENT,ROV XLX 117,ROV XLX11,0.9,117,11,0,TRUE,4.386
0,EQUIPMENT,Thruster 3,Thruster 6,0.9,3,6,0,TRUE,4.386
0,EQUIPMENT,ROV XLX116,ROV XLX106,0.9,116,106,0,TRUE,4.386
0,EQUIPMENT,ROV XLX11,ROV XLX 116,0.9,11,116,0,TRUE,4.386
1,EQUIPMENT,truck,trucks,1,,,1,FALSE,4.382
0,EQUIPMENT,crane_x000D_,crane 2_x000D_,0.9231,000,"000,2",0.5,TRUE,4.378
1,EQUIPMENT,hose,hoses,1,,,1,FALSE,4.369
0,EQUIPMENT,XLX 126,XLX 116,0.8571,126,116,0,TRUE,4.363
0,EQUIPMENT,XLX 127,XLX 107,0.8571,127,107,0,TRUE,4.363
0,EQUIPMENT,crane #7,crane #1,0.875,7,1,0,TRUE,4.359
1,EQUIPMENT,cable tray,cable try,0.9474,,,1,FALSE,4.355
0,EQUIPMENT,ROV Supporter 3,ROV Supporter 29,0.9032,3,29,0,TRUE,4.354
0,EQUIPMENT,Mobil DTA 10 Excel 68,Mobil DTE 10 Excel 46,0.9048,"10,68","10,46",0.3333,TRUE,4.338
1,EQUIPMENT,scaffold pipe,scaffolding pipe,0.8966,,,1,FALSE,4.333
1,EQUIPMENT,HPU,HPU’s,0.8571,,,1,FALSE,4.332
0,EQUIPMENT,HPU,HPU1,0.8571,,1,0,FALSE,4.332
1,EQUIPMENT,hard hat,hardhat,0.9333,,,1,FALSE,4.331
1,EQUIPMENT,spreader bar,spreader beam,0.88,,,1,FALSE,4.326
1,EQUIPMENT,Scaffold,scaffolds,1,,,1,FALSE,4.317
1,EQUIPMENT,spreader bar,spread bar,0.9091,,,1,FALSE,4.31
1,EQUIPMENT,ice pack,icepack,0.9333,,,1,FALSE,4.305
1,EQUIPMENT,dump truck,dump-trucks,0.9,,,1,FALSE,4.296
0,ROOT_CAUSE_CATEGORY,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Substances  - Hazardous solids (exposure to / spill / loss of containment /pollution),0.9708,,,1,FALSE,7.81
0,ROOT_CAUSE_CATEGORY,Hazardous liquids (exposure to / spill / loss of containment /pollution),Hazardous solids (exposure to / spill / loss of containment /pollution),0.965,,,1,FALSE,3.03
1,ROOT_CAUSE_CATEGORY,Information perceptiveness (amount / mode) & Information reception (extend / range),Ergonomics - Information perceptiveness (amount / mode) & Information reception (extend / range),0.9274,,,1,FALSE,0.12
1,ROOT_CAUSE_CATEGORY,"Hazardous gases, vapours, aerosols (exposure to / spill / loss of containment /pollution)","Substances  - Hazardous gases, vapours, aerosols (exposure to / spill / loss of containment /pollution)",0.9271,,,1,FALSE,1.18
1,ROOT_CAUSE_CATEGORY,Hazardous solids (exposure to / spill / loss of containment /pollution),Substances  - Hazardous solids (exposure to / spill / loss of containment /pollution),0.9103,,,1,FALSE,0.47
1,ROOT_CAUSE_CATEGORY,Dangerous surfaces (sharp/ sharp edged/ high roughness grade),Mechanical - Dangerous surfaces (sharp/ sharp edged/ high roughness grade),0.9037,,,1,FALSE,2.29
1,ROOT_CAUSE_CATEGORY,Unprotected/unguarded moving machine parts (struck by/caught by),Mechanical - Unprotected/unguarded moving machine parts (struck by/caught by ),0.9014,,,1,FALSE,2.28
0,ROOT_CAUSE_CATEGORY,Work environment - Motor Vehicle Worksite Accident,Work environment - Motor Vehicle Road Accident,0.8958,,,1,FALSE,5.29
1,ROOT_CAUSE_CATEGORY,Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),0.895,,,1,FALSE,5.14
1,ROOT_CAUSE_CATEGORY,Difficult/Hindered operability of tools and equipment,Ergonomics - Difficult/Hindered operability of tools and equipment,0.8908,,,1,FALSE,1.32
0,ROOT_CAUSE_CATEGORY,"Substances  - Hazardous gases, vapours, aerosols (exposure to / spill / loss of containment /pollution)",Substances  - Hazardous solids (exposure to / spill / loss of containment /pollution),0.883,,,1,FALSE,1.43
0,ROOT_CAUSE_CATEGORY,Hazardous liquids (exposure to / spill / loss of containment /pollution),Substances  - Hazardous solids (exposure to / spill / loss of containment /pollution),0.879,,,1,FALSE,3.32
1,ROOT_CAUSE_CATEGORY,Posture (constraint or restricted environment),Ergonomics - Posture (constraint or restricted environment),0.8762,,,1,FALSE,2.21
1,ROOT_CAUSE_CATEGORY,Radiation (ionising / non ionising),Physical - Radiation (ionising / non ionising),0.8642,,,1,FALSE,0.13
0,ROOT_CAUSE_CATEGORY,Hazardous solids (exposure to / spill / loss of containment /pollution),"Hazardous gases, vapours, aerosols (exposure to / spill / loss of containment /pollution)",0.8625,,,1,FALSE,0.22
1,ROOT_CAUSE_CATEGORY,"Environment- Over-consumption of energy, natural resources (water, ...)","Over-consumption of energy, natural resources (water, etc.)",0.8615,,,1,FALSE,0.63
1,ROOT_CAUSE_CATEGORY,Vibrations (hand arm / whole body),Physical - Vibrations (hand arm / whole body),0.8608,,,1,FALSE,0.19
1,ROOT_CAUSE_CATEGORY,"Inappropriate behavior / Horseplay / Aggression / violence (Fights, Riots, etc.)",Psycho social - Inappropriate behaviour / horseplay / Aggression / violence (Fights/Riots etc. ...),0.8603,,,1,FALSE,1.5
1,ROOT_CAUSE_CATEGORY,"Animals, Bacteria, Viruses and Funguses","Biological - Animals, Bacteria, Viruses and Funguses",0.8571,,,1,FALSE,1.66
0,ROOT_CAUSE_CATEGORY,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),"Substances  - Hazardous gases, vapours, aerosols (exposure to / spill / loss of containment /pollution)",0.8571,,,1,FALSE,8.48
1,ROOT_CAUSE_CATEGORY,"Unsorted waste, no traceability of the waste","Environment- Unsorted waste, no traceability of the waste;?",0.8544,,,1,FALSE,0.64
1,ROOT_CAUSE_CATEGORY,Repetitive/one sided physical demand,Ergonomics - Repetitive/one sided physical demand,0.8471,,,1,FALSE,0.71
0,ROOT_CAUSE_CATEGORY,Basic Organisational - Equipment Suitability,Basic Organizational - Tool suitability,0.8434,,,1,FALSE,5.76
1,ROOT_CAUSE_CATEGORY,"Standard Operating Procedures, Procedures & Work instructions","Basic Organizational - Standard Operating Procedures, Procedures & Work instructions",0.8414,,,1,FALSE,8.17
1,ROOT_CAUSE_CATEGORY,"Complaints from neighbors (noise, smell, light, dust, etc.)","Environment- Complaints from neighbours (noise, smell, light, dust...)",0.8372,,,1,FALSE,0.22
1,ROOT_CAUSE_CATEGORY,"Stored energy (pressure, tension)","Mechanical - Stored energy (pressure, tension)",0.8354,,,1,FALSE,7.25
0,ROOT_CAUSE_CATEGORY,Hazardous liquids (exposure to / spill / loss of containment /pollution),"Hazardous gases, vapours, aerosols (exposure to / spill / loss of containment /pollution)",0.8323,,,1,FALSE,3.07
1,ROOT_CAUSE_CATEGORY,Accumulation / Presence of explosive atmosphere,Fire & Explosion - Accumulation / Presence of explosive atmosphere,0.8319,,,1,FALSE,0.3
0,ROOT_CAUSE_CATEGORY,Motor Vehicle Road Accident,Motor Vehicle Worksite Accident,0.8276,,,1,FALSE,3.13
1,ROOT_CAUSE_CATEGORY,Traffic Management / Routes / Pedestrian path,Work environment - Traffic Management / Routes / Pedestrian path,0.8257,,,1,FALSE,3.63
1,ROOT_CAUSE_CATEGORY,Hot/cold surfaces or media,Physical - Hot/cold surfaces or media,0.8254,,,1,FALSE,0.94
1,ROOT_CAUSE_CATEGORY,Computer workplaces / Screens,Ergonomics - Computer workplaces / Screens,0.8169,,,1,FALSE,0.1
1,ROOT_CAUSE_CATEGORY,Uncontrolled chemical or physical reaction,Fire & Explosion - Uncontrolled chemical or physical reaction,0.8155,,,1,FALSE,1.2
1,ROOT_CAUSE_CATEGORY,Confined Spaces (space/sizing issues only),Work environment - Confined Spaces (space/sizing issues only),0.8155,,,1,FALSE,0.47
0,ROOT_CAUSE_CATEGORY,Mechanical - Equipment condition,Mechanical - Tool condition,0.8136,,,1,FALSE,10.54
1,ROOT_CAUSE_CATEGORY,"Flammable solids, liquids and gases","Fire & Explosion - Flammable solids, liquids and gases",0.7865,,,1,FALSE,3.22
1,ROOT_CAUSE_CATEGORY,Workload (Overload/Underload),Psycho social - Workload (Overload/Underload),0.7838,,,1,FALSE,0.1
1,ROOT_CAUSE_CATEGORY,Illumination / sight / visibility,Work environment - Illumination / sight / visibility,0.7765,,,1,FALSE,0.42
1,ROOT_CAUSE_CATEGORY,Fire & Explosion - Explosives / potential explosives,Explosives / potential explosives,0.7765,,,1,FALSE,0.23
1,ROOT_CAUSE_CATEGORY,Hazard Identification & Risk Assessment,Basic Organizational - Hazard Identification & Risk Assessment,0.7723,,,1,FALSE,13.06
1,ROOT_CAUSE_CATEGORY,SIMOPS (coordination with 3rd Parties),Basic Organizational - SIMOPS (coordination with 3rd Parties),0.7677,3,3,1,FALSE,0.9
1,ROOT_CAUSE_CATEGORY,Motor Vehicle Worksite Accident,Work environment - Motor Vehicle Worksite Accident,0.7654,,,1,FALSE,3.53
1,ROOT_CAUSE_CATEGORY,Use of personal protective equipment,Basic Organizational - Use of personal protective equipment,0.7579,,,1,FALSE,3.5
1,ROOT_CAUSE_CATEGORY,Workplace layout / congestion,Work environment - Workplace layout / congestion,0.7532,,,1,FALSE,3.92
1,ROOT_CAUSE_CATEGORY,Work time/ Shift pattern,Psycho social - Work time/ Shift pattern,0.75,,,1,FALSE,0.18
1,ROOT_CAUSE_CATEGORY,Planning and coordination of works,Basic Organizational - Planning and coordination of works,0.7473,,,1,FALSE,7.18
1,ROOT_CAUSE_CATEGORY,Climate (Heat/Cold/Humidity),Work environment - Climate (Heat/Cold/Humidity),0.7467,,,1,FALSE,2.08
1,ROOT_CAUSE_CATEGORY,Equipment condition,Mechanical - Equipment condition,0.7451,,,1,FALSE,12.55
1,ROOT_CAUSE_CATEGORY,Motor Vehicle Road Accident,Work environment - Motor Vehicle Road Accident,0.7397,,,1,FALSE,4.89
1,ROOT_CAUSE_CATEGORY,Hyperbaric work environment,Work environment - Hyperbaric work environment,0.7397,,,1,FALSE,0.33
1,ROOT_CAUSE_CATEGORY,Manual handling,Ergonomics - Manual handling,0.6977,,,1,FALSE,7.6
1,ROOT_CAUSE_CATEGORY,Tool condition,Mechanical - Tool condition,0.6829,,,1,FALSE,2.04
0,ROOT_CAUSE_CATEGORY,Basic Organizational,Basic Organizational - Tool suitability,0.678,,,1,FALSE,1.94
1,ROOT_CAUSE_CATEGORY,Inadequate Supervision,Basic Organizational - Inadequate Supervision,0.6567,,,1,FALSE,3.35
1,ROOT_CAUSE_CATEGORY,Equipment Suitability,Basic Organisational - Equipment Suitability,0.6462,,,1,FALSE,5.37
1,ROOT_CAUSE_CATEGORY,Unfamiliar personnel,Basic Organizational - Unfamiliar personnel,0.6349,,,1,FALSE,3.22
1,ROOT_CAUSE_CATEGORY,Management of Change,Basic Organizational - Management of Change,0.6349,,,1,FALSE,0.59
0,ROOT_CAUSE_CATEGORY,Basic Organizational,Basic Organizational - Unfamiliar personnel,0.6349,,,1,FALSE,2.62
0,ROOT_CAUSE_CATEGORY,Basic Organizational,Basic Organizational - Management of Change,0.6349,,,1,FALSE,0.47
0,ROOT_CAUSE_CATEGORY,Basic Organizational,Basic Organizational - Inadequate Supervision,0.6154,,,1,FALSE,3.01
1,ROOT_CAUSE_CATEGORY,Tool suitability,Basic Organizational - Tool suitability,0.5818,,,1,FALSE,2.69
1,ROOT_CAUSE_CATEGORY,Access/Egress,Work environment - Access/Egress,0.5778,,,1,FALSE,2.53
0,ROOT_CAUSE_CATEGORY,Basic Organizational,Basic Organizational - Planning and coordination of works,0.5195,,,1,FALSE,5.39
0,ROOT_CAUSE_CATEGORY,Basic Organizational,Basic Organizational - Use of personal protective equipment,0.5063,,,1,FALSE,2.63
0,ROOT_CAUSE_CATEGORY,Basic Organizational,Basic Organizational - SIMOPS (coordination with 3rd Parties),0.4938,,3,0.0000,TRUE,0.72
0,ROOT_CAUSE_CATEGORY,Basic Organizational,Basic Organizational - Hazard Identification & Risk Assessment,0.4878,,,1,FALSE,9.74
1,ROOT_CAUSE_CATEGORY,Noise,Physical - Noise,0.4762,,,1,FALSE,0.06
1,ROOT_CAUSE_CATEGORY,Stress,Psycho social - Stress,0.4286,,,1,FALSE,0.36
0,ROOT_CAUSE_CATEGORY,Basic Organizational,"Basic Organizational - Standard Operating Procedures, Procedures & Work instructions",0.3846,,,1,FALSE,6.6
0,ROOT_CAUSE_CATEGORY,Electrical,Electrical - Electrical current / electrocution / ESD / electromagnetic Fields,0.2273,,,1,FALSE,2.69
1,ROOT_CAUSE_CATEGORY,"Complaints from neighbors (noise, smell, light, dust, etc.)",Noise,0.1562,,,1,FALSE,0.03
1,ROOT_CAUSE_CATEGORY,Noise,"Environment- Complaints from neighbours (noise, smell, light, dust...)",0.1333,,,1,FALSE,0.21
1,ORGANIZATION,VELESSTROY,LLC Velesstroy,1.0,,,1,FALSE,1.4
1,ORGANIZATION,VELESSTROY,VELESSTROY LLC,1.0,,,1,FALSE,1.39
1,ORGANIZATION,BP TRINIDAD & TOBAGO LLC,BP Trinidad & Tobago,1.0,,,1,FALSE,1.22
0,ORGANIZATION,PLC,LLC,1.0,,,1,FALSE,1.1
0,ORGANIZATION,LLC,Ltd.,1.0,,,1,FALSE,1.1
1,ORGANIZATION,contractor,contractors,0.9524,,,1,FALSE,0.95
1,ORGANIZATION,"NOBLE ENERGY, INC.",Noble Energy,0.96,,,1,FALSE,0.93
1,ORGANIZATION,PETROLEO BRASILEIRO S A PETROBRAS,PETROLEO BRASILEIRO S/A PETROBRAS,0.9697,,,1,FALSE,0.83
1,ORGANIZATION,CONOCOPHILIPS,CONOCOPHILLIPS,0.963,,,1,FALSE,0.8
1,ORGANIZATION,Maintenance,mainternance,0.9565,,,1,FALSE,0.78
1,ORGANIZATION,Maintenance,Maintenace,0.9524,,,1,FALSE,0.78
0,ORGANIZATION,TECHNIP ENERGIES INDIA LIMITED,TECHNIP ENERGIES INDIA LIMITED NEW DELHI,0.8571,,,1,FALSE,0.72
0,ORGANIZATION,FMC KONGSBERG SUBSEA AS,FMC KONGSBERG SUBSEA AS - VEWW1,0.8519,,1,0.0000,TRUE,0.72
1,ORGANIZATION,Velesstroymontazh,LLC VelesstroyMontazh,1.0,,,1,FALSE,0.71
1,ORGANIZATION,EXXON MOBIL,EXXON MOBILE,0.9565,,,1,FALSE,0.7
1,ORGANIZATION,TOTAL E & P ANGOLA,TOTAL E&P ANGOLA,0.9412,,,1,FALSE,0.7
1,ORGANIZATION,SHELL AUSTRALIA PTY LTD,Shell Australia,0.8824,,,1,FALSE,0.69
1,ORGANIZATION,VelesstroyMontazh LLC,Velesstroymontazh,1.0,,,1,FALSE,0.67
1,ORGANIZATION,FMC TECHNOLOGIES INDIA PRIVATE LIMITED,FMC TECHNOLOGIES INDIA PRIVATE,0.8824,,,1,FALSE,0.67
1,ORGANIZATION,Velesstroymontazh,Velesstroy-Montazh LLC,0.9714,,,1,FALSE,0.66
1,ORGANIZATION,Velesstroymontazh,Velesstroy Montazh,0.9714,,,1,FALSE,0.66
0,ORGANIZATION,Velesstroymontazh,Velesstroy-Montage,0.8571,,,1,FALSE,0.65
1,ORGANIZATION,subcontractor,subcontractors,0.963,,,1,FALSE,0.61
0,ORGANIZATION,Employee,employer,0.875,,,1,FALSE,0.61
1,ORGANIZATION,subcontractor,subcontracor,0.96,,,1,FALSE,0.58
1,ORGANIZATION,"TULLOW GHANA, LTD.",TULLOW GHANA LTD,0.96,,,1,FALSE,0.58
0,ORGANIZATION,FMC TECHNOLOGIES AUSTRALIA LTD,FMC TECHNOLOGIES AUSTRALIA LIMITED,0.8667,,,1,FALSE,0.58
1,ORGANIZATION,SHELL OFFSHORE INC.,"SHELL OFFSHORE, INC",0.9655,,,1,FALSE,0.57
1,ORGANIZATION,clinic,clininc,0.9231,,,1,FALSE,0.57
1,ORGANIZATION,SOGAZ-Medservis,SOGAZ-Medservice,0.9032,,,1,FALSE,0.57
1,ORGANIZATION,HALLIBURTON,Hallibuton,0.9524,,,1,FALSE,0.56
1,ORGANIZATION,clinic,Clinica,0.9231,,,1,FALSE,0.56
0,ORGANIZATION,subcontractor,Subcontractor F&B,0.8667,,,1,FALSE,0.56
0,ORGANIZATION,subcontractor,Subcontractor HSE,0.8667,,,1,FALSE,0.56
1,ORGANIZATION,SHELL OFFSHORE INC.,"SHELL OFFSHORE, INC.",0.9655,,,1,FALSE,0.55
0,ORGANIZATION,Skandi Africa,Skandi Africa OMT,0.8667,,,1,FALSE,0.55
1,ORGANIZATION,CONOCOPHILLIPS,Conoco Phillips,0.9655,,,1,FALSE,0.53
1,ORGANIZATION,collaborator,collaborators,0.96,,,1,FALSE,0.53
1,ORGANIZATION,TOTAL E & P UK LIMITED,TOTAL E&P UK LIMITED,0.9524,,,1,FALSE,0.53
1,ORGANIZATION,employers,employer,0.9412,,,1,FALSE,0.5
0,ORGANIZATION,FMC TECHNOLOGIES AUSTRALIA LIMITED,FMC TECHNOLOGIES SAUDI ARABIA LIMITED,0.8732,,,1,FALSE,0.5
0,ORGANIZATION,SOCAR AZK,SOCAR AZK ER,0.8571,,,1,FALSE,0.5
1,ORGANIZATION,Shawcor,Shawcors,0.9333,,,1,FALSE,0.49
1,ORGANIZATION,SERIMAX LTD.,Serimax,1.0,,,1,FALSE,0.48
