id_l,id_r,type,title_l,title_r,score,nums_l,nums_r,num_jaccard,block_key,weak_match
fe573f90-bcad-485f-a391-23acc45f594b,9686eb8d-a388-48e9-83c6-ef12745a8b14,EQUIPMENT,COMPANY VEHICLE LD3597,COMPANY VEHICLE LD5575,0.9090909090909092,3597,5575,0.0,EQUIPMENT|COMPANY|5,False
2ce5ed57-13bd-4603-a929-404fda4ff93b,df5af68d-60b2-46a4-9cae-38e319fd4d75,EQUIPMENT,DEEP-C DREDGER (SD-043),DEEP-C DREDGER (SD-104),0.9523809523809524,043,104,0.0,EQUIPMENT|DEEP|5,False
91f8df7e-a70c-47e1-96d6-9b84e0195a13,b9a9ea77-d659-4929-a9cc-a46c3dc5464e,EQUIPMENT,DEEP-C DREDGER (SD-021),DEEP-C DREDGER (SD-120),0.9047619047619048,021,120,0.0,EQUIPMENT|DEEP|5,False
4fa4416a-045c-4964-8469-53a31d7d46d3,aa71df3e-e16e-4554-bf91-73838685233e,EQUIPMENT,DEEP-C DREDGER (SD-095),DEEP-C DREDGER (SD-097),0.9523809523809524,095,097,0.0,EQUIPMENT|DEEP|5,False
3591885d-7426-4c40-bb3c-48b84622cdc6,aa71df3e-e16e-4554-bf91-73838685233e,EQUIPMENT,DEEP-C DREDGER (SD-039),DEEP-C DREDGER (SD-097),0.9523809523809524,039,097,0.0,EQUIPMENT|DEEP|5,False
212bf37e-499e-4184-b086-0b38a7aeb445,a834aba1-c22a-4e98-ac01-7271fbafce1c,EQUIPMENT,COMPANY VEHICLE LD3964,COMPANY VEHICLE LD3954,0.9545454545454546,3964,3954,0.0,EQUIPMENT|COMPANY|5,False
2dde4662-e833-4f78-990a-6d554eb21d02,6909456c-8996-46be-a7b4-7a13e856bc0b,EQUIPMENT,DEEP-C DREDGER (SD-019),DEEP-C DREDGER (SD-022),0.9047619047619048,019,022,0.0,EQUIPMENT|DEEP|5,False
6737d45f-99cc-40f0-bf9f-6464089f7129,30371f6a-18e2-40d6-acc2-80d5826070a5,ORGANIZATION,EMPLOYEE (ID 30803350),EMPLOYEE ID 30803370,0.95,30803350,30803370,0.0,ORGANIZATION|EMPLOYEE|5,False
3d0cfc3f-4679-4270-959b-7cc5998b03da,37879306-1100-4f25-ae9e-e1b12d146ed2,EQUIPMENT,COMPANY VEHICLE LD5552,COMPANY VEHICLE LD5612,0.9090909090909092,5552,5612,0.0,EQUIPMENT|COMPANY|5,False
e5737d68-3b96-46a6-b723-a978301656d7,b98c28da-6ba4-4b23-ae99-be367ad2e6e8,EQUIPMENT,DEEP-C DREDGER (SD-093),DEEP-C DREDGER (SD-094),0.9523809523809524,093,094,0.0,EQUIPMENT|DEEP|5,False
c35b23b1-782c-495b-908d-1872d03fa0ad,e45e1383-26b6-4a20-91e0-50f14973dc20,EQUIPMENT,DEEP-C DREDGER (SD-061),DEEP-C DREDGER (SD-081),0.9523809523809524,061,081,0.0,EQUIPMENT|DEEP|5,False
6f5f1b6b-4a8d-487e-89d1-ba60fc78296b,f5387631-82f6-4c4e-a4ef-5fb5966698e1,EQUIPMENT,DEEP-C DREDGER (SD-079),DEEP-C DREDGER (SD-091),0.9523809523809524,079,091,0.0,EQUIPMENT|DEEP|5,False
524f8790-a913-4861-b79c-47ebddb48208,bbefc044-d392-46eb-933e-81d1d647932f,EQUIPMENT,DEEP-C DREDGER (SD-029),DEEP-C DREDGER (SD-082),0.9523809523809524,029,082,0.0,EQUIPMENT|DEEP|5,False
9ffa27d7-7715-4577-8c56-9d49d9cf312a,c4c44437-8341-4760-9914-8b81be2c9161,ORGANIZATION,TECHNIPFMC SENIOR ENVIRONMENT ADVISOR,TECHNIPFMC SENIOR ENVIRONMENTAL ADVISOR,0.9736842105263156,,,1.0,ORGANIZATION|TECHNIPFMC|9,True
59ca3dd0-3dab-4bc9-a40f-35b8b3b3691c,fa385680-94d9-4df6-beff-35831e22b474,EQUIPMENT,DEEP-C DREDGER (SD-031),DEEP-C DREDGER (SD-115),0.9047619047619048,031,115,0.0,EQUIPMENT|DEEP|5,False
a3173acb-3d1a-4494-9f84-7af945fb183f,7b3f77c4-c17e-488c-ad71-daca84e6989f,ORGANIZATION,NON-TECHNIP OWNED RNT-NM 10 - 2529 TAP ITALY/PRT MELENDUGUO,NON-TECHNIP OWNED RNT-NM 13 - 2529 TAP ITALY/PRT MELENDUGO,0.9734513274336284,10|2529,13|2529,0.3333333333333333,ORGANIZATION|NON|14,False
d6124611-61dc-4e30-b2fc-bceda953a842,fdab2e1a-18a0-4d6c-a489-b8fcd71aa86b,EQUIPMENT,COMPANY VEHICLE LD3854,COMPANY VEHICLE LD5542,0.9090909090909092,3854,5542,0.0,EQUIPMENT|COMPANY|5,False
ef763c90-950a-4baf-8c93-2bc6d61d255b,3ea9a906-25f5-4546-aa58-89f8bca6d887,EQUIPMENT,DEEP-C DREDGER (SD-047),DEEP-C DREDGER (SD-105),0.9047619047619048,047,105,0.0,EQUIPMENT|DEEP|5,False
d6bfd93b-6965-45d7-a08b-79d851b9ddda,41f7643a-2688-49c5-915b-3cfa3ee6e9fa,EQUIPMENT,DEEP-C DREDGER (SD-020),DEEP-C DREDGER (SD-054),0.9047619047619048,020,054,0.0,EQUIPMENT|DEEP|5,False
49ebb0df-bcf4-4682-baab-5f6878504a07,7e052c5f-cb69-40f6-bfee-3b62705bd962,EQUIPMENT,COMPANY VEHICLE LD3814,COMPANY VEHICLE LD3784,0.9545454545454546,3814,3784,0.0,EQUIPMENT|COMPANY|5,False
3021a2ba-0a64-4f4f-91d7-2c2207186eef,4699ce97-371c-4419-a2d1-f3123361b1c4,EQUIPMENT,7 TON FORKLIFT,7-TON FORKLIFT,1.0,7,7,1.0,EQUIPMENT|7|3,True
76af4a9d-a515-4b48-9a4b-060bea96bc59,c647a511-99af-449b-b951-73f8e61e4f8a,LOCATION,"UNKNOWN, UNKNOWN, USA, NORTH AMERICA",UNKNOWN - UNKNOWN - USA - NORTH AMERICA,1.0,,,1.0,LOCATION|UNKNOWN|8,True
762a527c-cabc-443c-ba0e-5899f6a7ab50,d4556da8-ed64-4257-95ee-904cce0de129,LOCATION,"ALNG2 COSCO YARD, QIDONG, CHINA","ALNG2 COSCO YARD - QIDONG, CHINA",1.0,2,2,1.0,LOCATION|ALNG2|7,True
de29f5a3-fd51-4175-bbd8-774365d1dcfb,029b2dd5-1c57-4962-af6a-d3d073046d50,LOCATION,WORKSHOP 14,WORKSHOP V1,0.9090909090909092,14,1,0.0,LOCATION|WORKSHOP|2,False
0a5c13fe-e4eb-4a69-85e1-c8cf69a83972,4fa4416a-045c-4964-8469-53a31d7d46d3,EQUIPMENT,DEEP-C DREDGER (SD-015),DEEP-C DREDGER (SD-095),0.9523809523809524,015,095,0.0,EQUIPMENT|DEEP|5,False
30d8fca4-c73f-459f-abb0-af2a236b7344,d8e029c0-89eb-4cd8-a5f9-16eddf93d7cc,EQUIPMENT,DEEP-C DREDGER (SD-017),DEEP-C DREDGER (SD-045),0.9047619047619048,017,045,0.0,EQUIPMENT|DEEP|5,False
c7b2e270-1a27-47db-9a25-6ea4e675a01f,a634c3b0-48a4-4f9d-9c55-b7ab47d6b0f5,EQUIPMENT,PERMANENT PAD EYE,PERMANENT PAD EYES,0.9714285714285714,,,1.0,EQUIPMENT|PERMANENT|4,True
05de7ee9-5fca-4133-b781-8b0c2c016314,00df7db5-9e56-4d53-af7f-7b483fcf8bc6,EQUIPMENT,COMPANY VEHICLE LD3970,COMPANY VEHICLE LD3969,0.9090909090909092,3970,3969,0.0,EQUIPMENT|COMPANY|5,False
fa385680-94d9-4df6-beff-35831e22b474,82e18c0f-551e-4e9f-9aef-3a1f47039584,EQUIPMENT,DEEP-C DREDGER (SD-115),DEEP-C DREDGER (SD-118),0.9523809523809524,115,118,0.0,EQUIPMENT|DEEP|5,False
0a2749ac-4bd5-482f-b65a-aba18652d726,30d8fca4-c73f-459f-abb0-af2a236b7344,EQUIPMENT,DEEP-C DREDGER (SD-007),DEEP-C DREDGER (SD-017),0.9523809523809524,007,017,0.0,EQUIPMENT|DEEP|5,False
b98c28da-6ba4-4b23-ae99-be367ad2e6e8,42833cae-a5b5-4b89-96ce-1a375e0cbbd1,EQUIPMENT,DEEP-C DREDGER (SD-094),DEEP-C DREDGER (SD-098),0.9523809523809524,094,098,0.0,EQUIPMENT|DEEP|5,False
3a6c5c6f-b128-4dd4-8cd9-7e8033b2f9af,318081ed-2730-4ed6-878e-d612408102f8,EQUIPMENT,DEEP-C DREDGER (SD-001),DEEP-C DREDGER (SD-024),0.9047619047619048,001,024,0.0,EQUIPMENT|DEEP|5,False
ab509eb9-2162-45cc-b1a7-ceb57b1595b6,2584c082-0598-48f7-aa59-99ee1c619104,EQUIPMENT,COMPANY VEHICLE LD3585,COMPANY VEHICLE LD3876,0.9090909090909092,3585,3876,0.0,EQUIPMENT|COMPANY|5,False
73b8322a-bc16-48a4-9bd9-e538b135ae7b,c6f95412-a785-4cb3-97fe-e177f17f760b,EQUIPMENT,DEEP-C DREDGER (SD-006),DEEP-C DREDGER (SD-080),0.9523809523809524,006,080,0.0,EQUIPMENT|DEEP|5,False
4072df2b-f7c8-45cd-a35c-394805e4250b,8a524035-eac8-49f5-8a2c-1b61b9c49ccd,EQUIPMENT,106TE CLIMP WEIGHT,106TE CLUMP WEIGHT,0.9444444444444444,106,106,1.0,EQUIPMENT|106TE|4,False
30d8fca4-c73f-459f-abb0-af2a236b7344,babb82d4-04fd-46af-a12b-909f6460c746,EQUIPMENT,DEEP-C DREDGER (SD-017),DEEP-C DREDGER (SD-051),0.9523809523809524,017,051,0.0,EQUIPMENT|DEEP|5,False
a22b7b5d-9914-4c01-ac26-5b529efc06c8,42833cae-a5b5-4b89-96ce-1a375e0cbbd1,EQUIPMENT,DEEP-C DREDGER (SD-074),DEEP-C DREDGER (SD-098),0.9047619047619048,074,098,0.0,EQUIPMENT|DEEP|5,False
212bf37e-499e-4184-b086-0b38a7aeb445,dcd39ac5-b9c5-40e0-9d61-5c651af9cda1,EQUIPMENT,COMPANY VEHICLE LD3964,COMPANY VEHICLE LD3994,0.9545454545454546,3964,3994,0.0,EQUIPMENT|COMPANY|5,False
1ac12523-dd35-4d8b-95cb-b7a18c01abfe,5298353f-afdf-4fc1-a91c-be8e300ba659,EQUIPMENT,DEEP-C DREDGER (SD-042),DEEP-C DREDGER (SD-055),0.9047619047619048,042,055,0.0,EQUIPMENT|DEEP|5,False
802df679-9d85-46ad-bf35-3a43869c0474,952dfc90-eb7d-465d-b1fd-2ea7916cd714,EQUIPMENT,SHELL TELLUS S2 V 46,SHELL TELLUS S2 V 32,0.9189189189189187,2|46,2|32,0.3333333333333333,EQUIPMENT|SHELL|5,False
1f2e2f01-b3ba-4685-8546-b0177626ce25,e04ac920-9a81-4021-b669-19033f904d98,EQUIPMENT,DEEP-C DREDGER (SD-050),DEEP-C DREDGER (SD-053),0.9523809523809524,050,053,0.0,EQUIPMENT|DEEP|5,False
6b1e1985-76f5-4f9b-979f-9b03f48539f0,a3fff9da-abf4-4439-899e-c1dce38ba077,EQUIPMENT,DEEP-C DREDGER (SD-060),DEEP-C DREDGER (SD-073),0.9047619047619048,060,073,0.0,EQUIPMENT|DEEP|5,False
e44a0160-7914-4743-9670-a94d72876c02,27c2fd21-e13f-4344-b9e5-3891fd8e9309,EQUIPMENT,DEEP-C DREDGER (SD-059),DEEP-C DREDGER (SD-102),0.9047619047619048,059,102,0.0,EQUIPMENT|DEEP|5,False
a60079d3-da0f-49ac-83bb-d882c5e30b6c,e44a0160-7914-4743-9670-a94d72876c02,EQUIPMENT,DEEP-C DREDGER (SD-003),DEEP-C DREDGER (SD-059),0.9047619047619048,003,059,0.0,EQUIPMENT|DEEP|5,False
87cfb7be-f7ca-4c25-a8f6-a9acd3c4aa89,4da48460-b804-48a6-9030-1d82c4fc731d,EQUIPMENT,SHELL TELLUS 22,SHELL TELLUS 32,0.9333333333333332,22,32,0.0,EQUIPMENT|SHELL|3,False
82b82943-1c78-4c54-880b-198bc9f67363,2a2c9537-149a-43b2-9c5e-67af0e3bdbd1,EQUIPMENT,DEEP-C DREDGER (SD-018),DEEP-C DREDGER (SD-040),0.9047619047619048,018,040,0.0,EQUIPMENT|DEEP|5,False
1ac12523-dd35-4d8b-95cb-b7a18c01abfe,1f2e2f01-b3ba-4685-8546-b0177626ce25,EQUIPMENT,DEEP-C DREDGER (SD-042),DEEP-C DREDGER (SD-050),0.9047619047619048,042,050,0.0,EQUIPMENT|DEEP|5,False
41f7643a-2688-49c5-915b-3cfa3ee6e9fa,e5e16a99-2787-47a8-a219-0b1ce06cb9f6,EQUIPMENT,DEEP-C DREDGER (SD-054),DEEP-C DREDGER (SD-057),0.9523809523809524,054,057,0.0,EQUIPMENT|DEEP|5,False
c2bec3a0-e6af-4174-9423-8125af9947e1,7fa9a4fb-3feb-4647-aecb-6242c4a1404d,ORGANIZATION,TPIT HSE TEAMS,TPIT HSE TEAM,0.9629629629629628,,,1.0,ORGANIZATION|TPIT|3,True
914d00ed-ebd7-47d0-988e-1668e72615c1,bbefc044-d392-46eb-933e-81d1d647932f,EQUIPMENT,DEEP-C DREDGER (SD-038),DEEP-C DREDGER (SD-082),0.9523809523809524,038,082,0.0,EQUIPMENT|DEEP|5,False
1f0143f9-976d-40b8-898c-2b8c001bf481,00df7db5-9e56-4d53-af7f-7b483fcf8bc6,EQUIPMENT,COMPANY VEHICLE LD3643,COMPANY VEHICLE LD3969,0.9090909090909092,3643,3969,0.0,EQUIPMENT|COMPANY|5,False
d6bfd93b-6965-45d7-a08b-79d851b9ddda,3b110d55-d08d-42dd-930f-d7b9695a1954,EQUIPMENT,DEEP-C DREDGER (SD-020),DEEP-C DREDGER (SD-066),0.9047619047619048,020,066,0.0,EQUIPMENT|DEEP|5,False
53210836-e26a-472e-95eb-3cec92b1e17a,b23b05c7-8f0b-482b-a577-06e2a2a4b092,LOCATION,LAT 29° 06.1’ N LONG 087° 57.5’ W,LAT 29° 06.3’ N LONG 087° 57.9’ W,0.9310344827586208,29|06|1|087|57|5,29|06|3|087|57|9,0.5,LOCATION|LAT|7,False
d6124611-61dc-4e30-b2fc-bceda953a842,2e1d8c01-f3a6-410f-9cb3-4fcb745ce2a9,EQUIPMENT,COMPANY VEHICLE LD3854,COMPANY VEHICLE LD3887,0.9090909090909092,3854,3887,0.0,EQUIPMENT|COMPANY|5,False
2a2c9537-149a-43b2-9c5e-67af0e3bdbd1,f33b7a3d-1cd7-4115-9804-8887077d16be,EQUIPMENT,DEEP-C DREDGER (SD-040),DEEP-C DREDGER (SD-063),0.9047619047619048,040,063,0.0,EQUIPMENT|DEEP|5,False
99b353bb-1902-4d68-a2fb-a38593addbd6,3ea9a906-25f5-4546-aa58-89f8bca6d887,EQUIPMENT,DEEP-C DREDGER (SD-058),DEEP-C DREDGER (SD-105),0.9523809523809524,058,105,0.0,EQUIPMENT|DEEP|5,False
30d8fca4-c73f-459f-abb0-af2a236b7344,beef994f-9204-4229-8144-10db644afdb9,EQUIPMENT,DEEP-C DREDGER (SD-017),DEEP-C DREDGER (SD-099),0.9047619047619048,017,099,0.0,EQUIPMENT|DEEP|5,False
0774086e-7d36-4ff9-be3a-4061748c9a8f,a9be8c2d-1939-49ba-9e97-7b0815d9d701,EQUIPMENT,DEEP-C DREDGER (SD-101),DEEP-C DREDGER (SD-117),0.9523809523809524,101,117,0.0,EQUIPMENT|DEEP|5,False
f962da10-fe4e-4f19-9573-91d0d41b3dbc,e5737d68-3b96-46a6-b723-a978301656d7,EQUIPMENT,DEEP-C DREDGER (SD-078),DEEP-C DREDGER (SD-093),0.9047619047619048,078,093,0.0,EQUIPMENT|DEEP|5,False
1787a705-a688-468d-a79d-475cfbfee187,e44a0160-7914-4743-9670-a94d72876c02,EQUIPMENT,DEEP-C DREDGER (SD-005),DEEP-C DREDGER (SD-059),0.9523809523809524,005,059,0.0,EQUIPMENT|DEEP|5,False
1787a705-a688-468d-a79d-475cfbfee187,a3fff9da-abf4-4439-899e-c1dce38ba077,EQUIPMENT,DEEP-C DREDGER (SD-005),DEEP-C DREDGER (SD-073),0.9047619047619048,005,073,0.0,EQUIPMENT|DEEP|5,False
0fc190fb-80b8-4dd8-be12-aa05fe2c6bea,f712154b-eaeb-48a8-a18e-794b7f6c784d,EQUIPMENT,DEEP-C DREDGER (SD-062),DEEP-C DREDGER (SD-087),0.9047619047619048,062,087,0.0,EQUIPMENT|DEEP|5,False
0774086e-7d36-4ff9-be3a-4061748c9a8f,bd7d86b4-daef-4f78-9717-e7a365afb922,EQUIPMENT,DEEP-C DREDGER (SD-101),DEEP-C DREDGER (SD-110),0.9523809523809524,101,110,0.0,EQUIPMENT|DEEP|5,False
d058c42b-373c-4f97-baa4-446bc6f14273,4fa4416a-045c-4964-8469-53a31d7d46d3,EQUIPMENT,DEEP-C DREDGER (SD-030),DEEP-C DREDGER (SD-095),0.9047619047619048,030,095,0.0,EQUIPMENT|DEEP|5,False
2708ff3c-291b-42e7-b6c8-88d5b0c8469d,a520af68-dea9-4354-a991-2b27afafdb7e,ORGANIZATION,NON-TECHNIP OWNED - BNJ-NM 18 - 2529 TAP PROJECT - GREECE/KP 239,NON-TECHNIP OWNED - BNJ-NM 23 - 2529 TAP PROJECT - GREECE/KP 376,0.9357798165137616,18|2529|239,23|2529|376,0.2,ORGANIZATION|NON|14,False
e8476665-b2b7-4c26-ad77-bd40d8207701,8b8697b8-73a3-49d9-81ff-684042d69ffa,LOCATION,"DEEP ORIENT, ABERDEEN, UK, EUROPE, TECHNIPFMC","DEEP EXPLORER, ABERDEEN, UK, EUROPE, TECHNIPFMC",0.9066666666666668,,,1.0,LOCATION|DEEP|10,False
91f8df7e-a70c-47e1-96d6-9b84e0195a13,a596dd62-130e-4fff-9273-57decd24f60f,EQUIPMENT,DEEP-C DREDGER (SD-021),DEEP-C DREDGER (SD-034),0.9047619047619048,021,034,0.0,EQUIPMENT|DEEP|5,False
3d5e6e1b-b10e-4add-aa8c-f3164cad697a,f45354e8-3e93-475b-af4e-714539a06770,EQUIPMENT,DEEP-C DREDGER (SD-016),DEEP-C DREDGER (SD-068),0.9523809523809524,016,068,0.0,EQUIPMENT|DEEP|5,False
a9be8c2d-1939-49ba-9e97-7b0815d9d701,b9a9ea77-d659-4929-a9cc-a46c3dc5464e,EQUIPMENT,DEEP-C DREDGER (SD-117),DEEP-C DREDGER (SD-120),0.9047619047619048,117,120,0.0,EQUIPMENT|DEEP|5,False
ab509eb9-2162-45cc-b1a7-ceb57b1595b6,c2dc337e-bc73-482a-b980-1a724768f00a,EQUIPMENT,COMPANY VEHICLE LD3585,COMPANY VEHICLE LD3955,0.9545454545454546,3585,3955,0.0,EQUIPMENT|COMPANY|5,False
5156079a-472b-464f-8080-8e8b1049e090,302bb254-8fcf-42d3-96cb-f5acbbfb7647,EQUIPMENT,COMPANY VEHICLE LD5596,COMPANY VEHICLE LD5529,0.9545454545454546,5596,5529,0.0,EQUIPMENT|COMPANY|5,False
0a5c13fe-e4eb-4a69-85e1-c8cf69a83972,c35b23b1-782c-495b-908d-1872d03fa0ad,EQUIPMENT,DEEP-C DREDGER (SD-015),DEEP-C DREDGER (SD-061),0.9523809523809524,015,061,0.0,EQUIPMENT|DEEP|5,False
5156079a-472b-464f-8080-8e8b1049e090,86a39caf-27d3-4c85-9ac1-55ec8b94059a,EQUIPMENT,COMPANY VEHICLE LD5596,COMPANY VEHICLE LD5603,0.9090909090909092,5596,5603,0.0,EQUIPMENT|COMPANY|5,False
d6862eee-fcff-4903-b0fb-2ec77fed79a3,e5737d68-3b96-46a6-b723-a978301656d7,EQUIPMENT,DEEP-C DREDGER (SD-013),DEEP-C DREDGER (SD-093),0.9523809523809524,013,093,0.0,EQUIPMENT|DEEP|5,False
24c7f0eb-cd55-45fe-ba02-d16bc3e312ee,c6370cdb-9d9a-4212-83a1-b0d4e205d790,LOCATION,"UNKNOWN, UNKNOWN, ISRAEL, MIDDLE EAST",UNKNOWN - UNKNOWN - ISRAEL - MIDDLE EAST,1.0,,,1.0,LOCATION|UNKNOWN|8,True
a7e247b2-6794-4f5a-ab7c-0f77ac57249f,c324db46-cbcf-4546-a023-f1822c532707,EQUIPMENT,DEEP-C DREDGER (SD-026),DEEP-C DREDGER (SD-076),0.9523809523809524,026,076,0.0,EQUIPMENT|DEEP|5,False
212bf37e-499e-4184-b086-0b38a7aeb445,604e190b-004a-45db-93cb-1e66692e58ae,EQUIPMENT,COMPANY VEHICLE LD3964,COMPANY VEHICLE LD3698,0.9090909090909092,3964,3698,0.0,EQUIPMENT|COMPANY|5,False
954c1e25-46fc-43b4-8d58-6f2640b59b2e,f962da10-fe4e-4f19-9573-91d0d41b3dbc,EQUIPMENT,DEEP-C DREDGER (SD-044),DEEP-C DREDGER (SD-078),0.9047619047619048,044,078,0.0,EQUIPMENT|DEEP|5,False
f33b7a3d-1cd7-4115-9804-8887077d16be,f45354e8-3e93-475b-af4e-714539a06770,EQUIPMENT,DEEP-C DREDGER (SD-063),DEEP-C DREDGER (SD-068),0.9523809523809524,063,068,0.0,EQUIPMENT|DEEP|5,False
7e65880f-9f10-4220-9f26-ee675984d3da,d6862eee-fcff-4903-b0fb-2ec77fed79a3,EQUIPMENT,DEEP-C DREDGER (SD-012),DEEP-C DREDGER (SD-013),0.9523809523809524,012,013,0.0,EQUIPMENT|DEEP|5,False
f4d7d829-1106-4def-9054-be07c3901509,46ee07a9-38b4-48ee-bfe7-1430ca8d435a,LOCATION,PRODUCTION SHOP 2,PRODUCTION SHOP 02,0.9714285714285714,2,02,0.0,LOCATION|PRODUCTION|4,False
e9d7f76a-3631-42d3-bfe3-2d762e5f6fd7,950be9de-2de3-42d9-a96d-526fe325c47d,EQUIPMENT,COMPANY VEHICLE LD3985,COMPANY VEHICLE LD3797,0.9090909090909092,3985,3797,0.0,EQUIPMENT|COMPANY|5,False
8d215c0d-7d0b-44e3-b238-6369a89d533b,d59141a9-cf67-4995-93aa-289968bfb2f6,BODY_PART,RIGHT HAND WRIST,RIGHT HAND/WRIST,1.0,,,1.0,BODY_PART|RIGHT|4,True
c35b23b1-782c-495b-908d-1872d03fa0ad,f45354e8-3e93-475b-af4e-714539a06770,EQUIPMENT,DEEP-C DREDGER (SD-061),DEEP-C DREDGER (SD-068),0.9523809523809524,061,068,0.0,EQUIPMENT|DEEP|5,False
0a5c13fe-e4eb-4a69-85e1-c8cf69a83972,156bff14-0bbc-4558-85bd-33dd8026fb44,EQUIPMENT,DEEP-C DREDGER (SD-015),DEEP-C DREDGER (SD-089),0.9047619047619048,015,089,0.0,EQUIPMENT|DEEP|5,False
4d15c2c4-f2ad-40fb-9fc1-9c4641c61cdc,41f7643a-2688-49c5-915b-3cfa3ee6e9fa,EQUIPMENT,DEEP-C DREDGER (SD-004),DEEP-C DREDGER (SD-054),0.9523809523809524,004,054,0.0,EQUIPMENT|DEEP|5,False
e9d7f76a-3631-42d3-bfe3-2d762e5f6fd7,2e1d8c01-f3a6-410f-9cb3-4fcb745ce2a9,EQUIPMENT,COMPANY VEHICLE LD3985,COMPANY VEHICLE LD3887,0.9090909090909092,3985,3887,0.0,EQUIPMENT|COMPANY|5,False
6d4e7866-1586-45c8-96b7-d37efe828f4c,f962da10-fe4e-4f19-9573-91d0d41b3dbc,EQUIPMENT,DEEP-C DREDGER (SD-049),DEEP-C DREDGER (SD-078),0.9047619047619048,049,078,0.0,EQUIPMENT|DEEP|5,False
56b6173d-22e8-49cb-a355-d6d5769810d5,6cd8114b-198e-495c-a2ad-f70d143ad811,ORGANIZATION,THIRD-PARTY WORKER,THIRD PARTY WORKERS,0.9729729729729728,,,1.0,ORGANIZATION|THIRD|4,True
b6358eaf-f391-42b9-8bf0-79d925af831f,82e18c0f-551e-4e9f-9aef-3a1f47039584,EQUIPMENT,DEEP-C DREDGER (SD-086),DEEP-C DREDGER (SD-118),0.9047619047619048,086,118,0.0,EQUIPMENT|DEEP|5,False
41bf3ad9-d246-4745-8cd5-99347d034202,bc35dc7e-0cb5-4e44-af0e-b0ea01d699dc,EQUIPMENT,WINCH,WINCH G,1.0,,,1.0,EQUIPMENT|WINCH|1,True
6b1e1985-76f5-4f9b-979f-9b03f48539f0,f33b7a3d-1cd7-4115-9804-8887077d16be,EQUIPMENT,DEEP-C DREDGER (SD-060),DEEP-C DREDGER (SD-063),0.9523809523809524,060,063,0.0,EQUIPMENT|DEEP|5,False
a39fd497-be81-46d2-aff4-08294a09a5aa,b28674d9-ef4c-49a8-9e3c-7ac616f9c589,LOCATION,BUILDING 1,BUILDING,1.0,1,,0.0,LOCATION|BUILDING|2,False
8ff1dab0-ce00-41f9-a48f-36ec57f1e715,22a2f2a2-4bc6-4ebe-ba49-93ef38170662,EQUIPMENT,DEEP-C DREDGER (SD-065),DEEP-C DREDGER (SD-092),0.9047619047619048,065,092,0.0,EQUIPMENT|DEEP|5,False
7e9f2a1a-c0ab-43c9-bc43-8939b1916afd,3ed5131c-760d-459a-993a-70d03af67bae,EQUIPMENT,COMPANY VEHICLE LD5528,COMPANY VEHICLE LD5582,0.9545454545454546,5528,5582,0.0,EQUIPMENT|COMPANY|5,False
7561a911-42d8-47f2-8c82-cba63a506486,e44a0160-7914-4743-9670-a94d72876c02,EQUIPMENT,DEEP-C DREDGER (SD-052),DEEP-C DREDGER (SD-059),0.9523809523809524,052,059,0.0,EQUIPMENT|DEEP|5,False
7e052c5f-cb69-40f6-bfee-3b62705bd962,a5be9442-d937-4d1b-8c95-694dbb0e9579,EQUIPMENT,COMPANY VEHICLE LD3784,COMPANY VEHICLE LD3478,0.9545454545454546,3784,3478,0.0,EQUIPMENT|COMPANY|5,False
b9a9ea77-d659-4929-a9cc-a46c3dc5464e,ecb301b1-706d-4d99-a61e-1d3572b21b7f,EQUIPMENT,DEEP-C DREDGER (SD-120),DEEP-C DREDGER (SD-121),0.9523809523809524,120,121,0.0,EQUIPMENT|DEEP|5,False
8dc03ae3-3b59-43ee-9702-665eeefa5b09,6b1e1985-76f5-4f9b-979f-9b03f48539f0,EQUIPMENT,DEEP-C DREDGER (SD-046),DEEP-C DREDGER (SD-060),0.9523809523809524,046,060,0.0,EQUIPMENT|DEEP|5,False
915e97d0-694d-4e3c-b3d1-43316a96716f,22a2f2a2-4bc6-4ebe-ba49-93ef38170662,EQUIPMENT,DEEP-C DREDGER (SD-069),DEEP-C DREDGER (SD-092),0.9523809523809524,069,092,0.0,EQUIPMENT|DEEP|5,False
6960a255-59ea-4029-af01-a98447f3b14c,f45354e8-3e93-475b-af4e-714539a06770,EQUIPMENT,DEEP-C DREDGER (SD-041),DEEP-C DREDGER (SD-068),0.9047619047619048,041,068,0.0,EQUIPMENT|DEEP|5,False
82b82943-1c78-4c54-880b-198bc9f67363,954c1e25-46fc-43b4-8d58-6f2640b59b2e,EQUIPMENT,DEEP-C DREDGER (SD-018),DEEP-C DREDGER (SD-044),0.9047619047619048,018,044,0.0,EQUIPMENT|DEEP|5,False
7e98203f-da4e-4a0e-9e81-ed1b68b740bb,cf51e0ce-3eb3-4be3-a76c-35dc6cf527d8,EQUIPMENT,SANDING DISC,SANDING DISK,0.9166666666666669,,,1.0,EQUIPMENT|SANDING|3,False
36035d0a-3008-42cc-bc4a-564e7746be54,7e4b900d-1f76-44e9-944e-38be8c54f9e8,EQUIPMENT,COMPANY VEHICLE LD5506,COMPANY VEHICLE LD5516,0.9545454545454546,5506,5516,0.0,EQUIPMENT|COMPANY|5,False
c79c86b0-54cd-4795-82c7-4c8208890094,b0d5a7ff-2836-47a9-9326-39608c98c8b5,EQUIPMENT,PICK-UP,PICK UP,1.0,,,1.0,EQUIPMENT|PICK|1,True
